"","ID","Name","State","avg_temp","anomaly_1901.2000","Rank","Mean_1901.2000","fips"
"398","GA-083","Dade County","Georgia","60.2","1.6",120,58.5,13017
"399","GA-085","Dawson County","Georgia","59.5","1.2",121,58.2,13019
"400","GA-087","Decatur County","Georgia","68.3","1.6",121,66.6,13021
"401","GA-089","DeKalb County","Georgia","62.9","2.4",121,60.6,13023
"402","GA-091","Dodge County","Georgia","66.8","2",122,64.8,13025
"403","GA-093","Dooly County","Georgia","66.7","2.5",122,64.2,13027
"404","GA-095","Dougherty County","Georgia","67.6","1.9",121,65.8,13029
"405","GA-097","Douglas County","Georgia","62.8","2.7",122,60.1,13031
"406","GA-099","Early County","Georgia","67.7","1.6",122,66,13033
"407","GA-101","Echols County","Georgia","68.1","1.5",120,66.7,13035
"408","GA-103","Effingham County","Georgia","67.4","2.3",122,65.1,13037
"409","GA-105","Elbert County","Georgia","63","2.1",121,60.9,13039
"410","GA-107","Emanuel County","Georgia","66.3","1.9",122,64.5,13043
"411","GA-109","Evans County","Georgia","67.5","1.9",122,65.6,13045
"412","GA-111","Fannin County","Georgia","57.2","1.2",120,56,13047
"413","GA-113","Fayette County","Georgia","63.8","2.6",122,61.2,13049
"414","GA-115","Floyd County","Georgia","61.8","1.4",121,60.4,13051
"415","GA-117","Forsyth County","Georgia","60.8","1.5",121,59.3,13053
"416","GA-119","Franklin County","Georgia","62.1","1.7",120,60.5,13055
"417","GA-121","Fulton County","Georgia","62.8","2.5",121,60.3,13057
"418","GA-123","Gilmer County","Georgia","58","1",119,57,13059
"419","GA-125","Glascock County","Georgia","64.7","1.8",123,62.8,13061
"420","GA-127","Glynn County","Georgia","69.1","2.1",122,67,13063
"421","GA-129","Gordon County","Georgia","61.3","1.2",120,60,13065
"422","GA-131","Grady County","Georgia","67.9","1.5",121,66.4,13067
"423","GA-133","Greene County","Georgia","64","2.1",121,61.9,13069
"424","GA-135","Gwinnett County","Georgia","62","1.9",121,60.1,13071
"425","GA-137","Habersham County","Georgia","59.9","1.5",121,58.5,13073
"426","GA-139","Hall County","Georgia","61.2","1.6",121,59.6,13075
"427","GA-141","Hancock County","Georgia","64.5","1.8",121,62.7,13077
"428","GA-143","Haralson County","Georgia","61.8","2.5",123,59.3,13079
"429","GA-145","Harris County","Georgia","64","1.6",122,62.5,13081
"430","GA-147","Hart County","Georgia","62.4","2",122,60.4,13083
"431","GA-149","Heard County","Georgia","63.1","2.3",121,60.8,13085
"432","GA-151","Henry County","Georgia","63.8","2.3",121,61.5,13087
"433","GA-153","Houston County","Georgia","66.3","2.2",123,64.1,13089
"434","GA-155","Irwin County","Georgia","67.1","2",122,65.2,13091
"435","GA-157","Jackson County","Georgia","62.5","1.8",121,60.6,13093
"436","GA-159","Jasper County","Georgia","64.5","2.7",121,61.8,13095
"437","GA-161","Jeff Davis County","Georgia","67.3","1.9",121,65.4,13097
"438","GA-163","Jefferson County","Georgia","65.1","1.8",121,63.3,13099
"439","GA-165","Jenkins County","Georgia","66.3","2.5",122,63.9,13101
"440","GA-167","Johnson County","Georgia","65.8","1.6",122,64.1,13103
"441","GA-169","Jones County","Georgia","65.2","2.4",122,62.8,13105
"442","GA-171","Lamar County","Georgia","64.3","2.3",121,62,13107
"443","GA-173","Lanier County","Georgia","67.5","1.4",122,66.1,13109
"444","GA-175","Laurens County","Georgia","66.5","1.9",122,64.6,13111
"445","GA-177","Lee County","Georgia","67.3","2.1",121,65.2,13113
"446","GA-179","Liberty County","Georgia","68.3","2",121,66.3,13115
"447","GA-181","Lincoln County","Georgia","64","1.9",121,62.1,13117
"448","GA-183","Long County","Georgia","68.2","1.9",121,66.3,13119
"449","GA-185","Lowndes County","Georgia","67.5","1.3",119,66.2,13121
"450","GA-187","Lumpkin County","Georgia","58.8","1.4",121,57.4,13123
"451","GA-189","McDuffie County","Georgia","64.5","2.2",122,62.4,13125
"452","GA-191","McIntosh County","Georgia","68.9","2.1",121,66.8,13127
"453","GA-193","Macon County","Georgia","66","2.1",122,63.9,13129
"454","GA-195","Madison County","Georgia","62.5","1.9",121,60.6,13131
"455","GA-197","Marion County","Georgia","65.1","1.5",122,63.5,13133
"456","GA-199","Meriwether County","Georgia","63.7","2.1",122,61.6,13135
"457","GA-201","Miller County","Georgia","68","1.6",122,66.3,13137
"458","GA-205","Mitchell County","Georgia","67.5","1.5",121,66.1,13139
"459","GA-207","Monroe County","Georgia","64.7","2.3",121,62.4,13141
"460","GA-209","Montgomery County","Georgia","67.1","1.9",123,65.2,13143
"461","GA-211","Morgan County","Georgia","64","2.5",121,61.6,13145
"462","GA-213","Murray County","Georgia","60.4","1.4",120,59,13147
"463","GA-215","Muscogee County","Georgia","65.2","1.4",122,63.8,13149
"464","GA-217","Newton County","Georgia","63.7","2.4",121,61.3,13151
"465","GA-219","Oconee County","Georgia","63.4","2.1",121,61.2,13153
"466","GA-221","Oglethorpe County","Georgia","63.2","2.1",121,61.1,13155
"467","GA-223","Paulding County","Georgia","62.1","2.3",122,59.8,13157
"468","GA-225","Peach County","Georgia","65.7","2.1",122,63.5,13159
"469","GA-227","Pickens County","Georgia","59.5","1",120,58.4,13161
"470","GA-229","Pierce County","Georgia","68.3","2.2",122,66.1,13163
"471","GA-231","Pike County","Georgia","64.1","2.2",122,61.9,13165
"472","GA-233","Polk County","Georgia","62.3","2.2",123,60,13167
"473","GA-235","Pulaski County","Georgia","66.8","2.2",123,64.6,13169
"474","GA-237","Putnam County","Georgia","64.8","2.5",122,62.3,13171
"475","GA-239","Quitman County","Georgia","66.2","1.3",122,64.8,13173
"476","GA-241","Rabun County","Georgia","57.8","1.6",122,56.2,13175
"477","GA-243","Randolph County","Georgia","66.5","1.7",122,64.8,13177
"478","GA-245","Richmond County","Georgia","66.1","2.8",123,63.3,13179
"479","GA-247","Rockdale County","Georgia","63.3","2.3",121,61.1,13181
"480","GA-249","Schley County","Georgia","65.6","1.8",121,63.8,13183
"481","GA-251","Screven County","Georgia","66.5","2.4",122,64.2,13185
"482","GA-253","Seminole County","Georgia","68.5","1.8",123,66.7,13187
"483","GA-255","Spalding County","Georgia","64.2","2.3",122,61.9,13189
"484","GA-257","Stephens County","Georgia","61.6","1.3",122,60.3,13191
"485","GA-259","Stewart County","Georgia","65.6","1.4",121,64.2,13193
"486","GA-261","Sumter County","Georgia","66.5","2.1",121,64.4,13195
"487","GA-263","Talbot County","Georgia","64.3","1.5",122,62.7,13197
"488","GA-265","Taliaferro County","Georgia","63.8","1.9",121,61.9,13199
"489","GA-267","Tattnall County","Georgia","67.6","1.8",122,65.8,13201
"490","GA-269","Taylor County","Georgia","65","1.7",122,63.3,13205
"491","GA-271","Telfair County","Georgia","67.3","2.1",122,65.2,13207
"492","GA-273","Terrell County","Georgia","66.9","1.9",121,65,13209
"493","GA-275","Thomas County","Georgia","67.6","1.4",121,66.2,13211
"494","GA-277","Tift County","Georgia","66.8","1.6",122,65.2,13213
"495","GA-279","Toombs County","Georgia","67.3","1.8",122,65.4,13215
"496","GA-281","Towns County","Georgia","56.9","1.8",121,55.2,13217
"497","GA-283","Treutlen County","Georgia","66.6","1.8",121,64.8,13219
"498","GA-285","Troup County","Georgia","63.5","1.9",122,61.6,13221
"499","GA-287","Turner County","Georgia","66.8","2.1",122,64.7,13223
"500","GA-289","Twiggs County","Georgia","66","2",122,64,13225
"501","GA-291","Union County","Georgia","57","1.5",121,55.4,13227
"502","GA-293","Upson County","Georgia","64.4","1.9",122,62.5,13229
"503","GA-295","Walker County","Georgia","60.9","1.8",121,59,13231
"504","GA-297","Walton County","Georgia","63","2.2",121,60.8,13233
"505","GA-299","Ware County","Georgia","68.6","2.2",122,66.4,13235
"506","GA-301","Warren County","Georgia","64.2","1.9",122,62.3,13237
"507","GA-303","Washington County","Georgia","65.3","1.7",121,63.6,13239
"508","GA-305","Wayne County","Georgia","68.2","2.1",121,66.1,13241
"509","GA-307","Webster County","Georgia","65.8","1.7",121,64.1,13243
"510","GA-309","Wheeler County","Georgia","67.2","2",122,65.2,13245
"511","GA-311","White County","Georgia","59","1.5",121,57.5,13247
"512","GA-313","Whitfield County","Georgia","61.3","1.8",121,59.4,13249
"513","GA-315","Wilcox County","Georgia","67.1","2.4",123,64.7,13251
"514","GA-317","Wilkes County","Georgia","63.5","1.9",120,61.6,13253
"515","GA-319","Wilkinson County","Georgia","65.9","1.9",122,64,13255
"516","GA-321","Worth County","Georgia","67","1.8",122,65.2,13257
"517","ID-001","Ada County","Idaho","52.4","1.5",119,50.9,13259
"518","ID-003","Adams County","Idaho","44.2","1.4",115,42.8,13261
"519","ID-005","Bannock County","Idaho","46","2",122,44,13263
"520","ID-007","Bear Lake County","Idaho","41.2","2",120,39.2,13265
"521","ID-009","Benewah County","Idaho","46.4","1.8",119,44.7,13267
"522","ID-011","Bingham County","Idaho","45","1.6",120,43.4,13269
"523","ID-013","Blaine County","Idaho","43","1.8",121,41.1,13271
"524","ID-015","Boise County","Idaho","44.3","1.7",120,42.6,13273
"525","ID-017","Bonner County","Idaho","44.3","1.8",119,42.5,13275
"526","ID-019","Bonneville County","Idaho","42.5","1.6",119,40.9,13277
"527","ID-021","Boundary County","Idaho","42.4","2.2",120,40.2,13279
"528","ID-023","Butte County","Idaho","41.9","1.3",113,40.5,13281
"529","ID-025","Camas County","Idaho","42.5","2.3",122,40.2,13283
"530","ID-027","Canyon County","Idaho","52.7","1.5",117,51.2,13285
"531","ID-029","Caribou County","Idaho","42.4","1.6",116,40.8,13287
"532","ID-031","Cassia County","Idaho","46.9","1.8",121,45.1,13289
"533","ID-033","Clark County","Idaho","40.6","1.6",119,38.9,13291
"534","ID-035","Clearwater County","Idaho","44.4","1.4",117,43,13293
"535","ID-037","Custer County","Idaho","39","2",121,37,13295
"536","ID-039","Elmore County","Idaho","48.3","2.3",121,46,13297
"537","ID-041","Franklin County","Idaho","45.2","2.3",120,42.9,13299
"538","ID-043","Fremont County","Idaho","40.3","1.8",120,38.4,13301
"539","ID-045","Gem County","Idaho","49.6","1.3",115,48.4,13303
"540","ID-047","Gooding County","Idaho","49.9","2.5",123,47.4,13305
"541","ID-049","Idaho County","Idaho","42.4","1.6",118,40.8,13307
"542","ID-051","Jefferson County","Idaho","43.8","1.8",116,42.1,13309
"543","ID-053","Jerome County","Idaho","50.1","2.7",122,47.5,13311
"544","ID-055","Kootenai County","Idaho","46.3","1.8",119,44.5,13313
"545","ID-057","Latah County","Idaho","47","1.7",119,45.3,13315
"546","ID-059","Lemhi County","Idaho","40.1","1.9",120,38.2,13317
"547","ID-061","Lewis County","Idaho","46","1.2",108,44.8,13319
"548","ID-063","Lincoln County","Idaho","47.9","2.7",122,45.2,13321
"549","ID-065","Madison County","Idaho","43.4","2",120,41.4,15001
"550","ID-067","Minidoka County","Idaho","47.3","2.2",119,45.2,15003
"551","ID-069","Nez Perce County","Idaho","49.4","1.5",116,47.9,15005
"552","ID-071","Oneida County","Idaho","46.5","1.7",118,44.9,15007
"553","ID-073","Owyhee County","Idaho","48.4","1.6",121,46.8,15009
"554","ID-075","Payette County","Idaho","52.3","2",123,50.4,16001
"555","ID-077","Power County","Idaho","46","1.3",116,44.8,16003
"556","ID-079","Shoshone County","Idaho","43.4","1.6",119,41.8,16005
"557","ID-081","Teton County","Idaho","40.7","2.1",121,38.6,16007
"558","ID-083","Twin Falls County","Idaho","48.2","1.4",115,46.8,16009
"559","ID-085","Valley County","Idaho","40.1","1.9",120,38.2,16011
"560","ID-087","Washington County","Idaho","48.6","1.4",117,47.2,16013
"561","IL-001","Adams County","Illinois","53.2","0.8",101,52.4,16015
"562","IL-003","Alexander County","Illinois","58.2","1.4",120,56.8,16017
"563","IL-005","Bond County","Illinois","55","1.1",107,53.9,16019
"564","IL-007","Boone County","Illinois","48.5","1.3",113,47.2,16021
"565","IL-009","Brown County","Illinois","53","0.9",105,52.1,16023
"566","IL-011","Bureau County","Illinois","49.9","1",104,48.9,16025
"567","IL-013","Calhoun County","Illinois","54.8","1.1",107,53.8,16027
"568","IL-015","Carroll County","Illinois","49","1.8",109,47.3,16029
"569","IL-017","Cass County","Illinois","53","0.8",99,52.2,16031
"570","IL-019","Champaign County","Illinois","52.3","1.5",112,50.8,16033
"571","IL-021","Christian County","Illinois","53.4","1",103,52.4,16035
"572","IL-023","Clark County","Illinois","54.1","1.4",116,52.7,16037
"573","IL-025","Clay County","Illinois","55.4","1.5",120,53.9,16039
"574","IL-027","Clinton County","Illinois","55.9","1.4",116,54.6,16041
"575","IL-029","Coles County","Illinois","53.5","1.3",111,52.2,16043
"576","IL-031","Cook County","Illinois","50.6","1.8",119,48.8,16045
"577","IL-033","Crawford County","Illinois","55","1.4",118,53.6,16047
"578","IL-035","Cumberland County","Illinois","54","1.2",110,52.8,16049
"579","IL-037","DeKalb County","Illinois","48.9","1.1",107,47.8,16051
"580","IL-039","De Witt County","Illinois","52.4","1.6",118,50.8,16053
"581","IL-041","Douglas County","Illinois","53.2","1.6",115,51.6,16055
"582","IL-043","DuPage County","Illinois","50.1","1.7",116,48.5,16057
"583","IL-045","Edgar County","Illinois","53","1.1",109,51.8,16059
"584","IL-047","Edwards County","Illinois","56.5","1.6",120,54.9,16061
"585","IL-049","Effingham County","Illinois","54.3","1.2",108,53.1,16063
"586","IL-051","Fayette County","Illinois","54.5","1",106,53.5,16065
"587","IL-053","Ford County","Illinois","51.5","1.4",114,50,16067
"588","IL-055","Franklin County","Illinois","56.4","1.2",114,55.2,16069
"589","IL-057","Fulton County","Illinois","52.2","0.9",103,51.3,16071
"590","IL-059","Gallatin County","Illinois","56.9","0.7",98,56.1,16073
"591","IL-061","Greene County","Illinois","54.4","0.9",109,53.5,16075
"592","IL-063","Grundy County","Illinois","50.9","1.7",113,49.2,16077
"593","IL-065","Hamilton County","Illinois","56.6","1.4",119,55.2,16079
"594","IL-067","Hancock County","Illinois","52.3","0.7",94,51.6,16081
"595","IL-069","Hardin County","Illinois","57.2","0.9",106,56.3,16083
"596","IL-071","Henderson County","Illinois","51.4","0.8",97,50.6,16085
"597","IL-073","Henry County","Illinois","50.1","1",102,49.1,16087
"598","IL-075","Iroquois County","Illinois","51.4","1.5",113,50,17001
"599","IL-077","Jackson County","Illinois","56.5","1.2",109,55.4,17003
"600","IL-079","Jasper County","Illinois","54.7","1.3",116,53.4,17005
"601","IL-081","Jefferson County","Illinois","56.1","1.2",118,54.8,17007
"602","IL-083","Jersey County","Illinois","55.1","1.1",109,54,17009
"603","IL-085","Jo Daviess County","Illinois","48.1","1.3",105,46.8,17011
"604","IL-087","Johnson County","Illinois","57","1",106,56,17013
"605","IL-089","Kane County","Illinois","49.2","1.3",109,47.9,17015
"606","IL-091","Kankakee County","Illinois","51.1","1.5",116,49.5,17017
"607","IL-093","Kendall County","Illinois","50.2","1.3",108,48.9,17019
"608","IL-095","Knox County","Illinois","50.6","0.7",96,49.8,17021
"609","IL-097","Lake County","Illinois","49.3","1.7",119,47.6,17023
"610","IL-099","LaSalle County","Illinois","50.3","1.3",106,49,17025
"611","IL-101","Lawrence County","Illinois","55.6","1.3",113,54.3,17027
"612","IL-103","Lee County","Illinois","49.4","1.3",113,48,17029
"613","IL-105","Livingston County","Illinois","51.1","1.5",111,49.6,17031
"614","IL-107","Logan County","Illinois","52.9","1.3",115,51.5,17033
"615","IL-109","McDonough County","Illinois","51.8","0.7",97,51.1,17035
"616","IL-111","McHenry County","Illinois","48.6","1.6",118,47.1,17037
"617","IL-113","McLean County","Illinois","51.8","1.8",118,49.9,17039
"618","IL-115","Macon County","Illinois","52.9","1.3",111,51.6,17041
"619","IL-117","Macoupin County","Illinois","54.1","1",106,53.2,17043
"620","IL-119","Madison County","Illinois","55.6","1",101,54.6,17045
"621","IL-121","Marion County","Illinois","55.3","1.2",116,54.1,17047
"622","IL-123","Marshall County","Illinois","51.1","1.4",111,49.7,17049
"623","IL-125","Mason County","Illinois","53","1",110,51.9,17051
"624","IL-127","Massac County","Illinois","58.1","1.3",114,56.8,17053
"625","IL-129","Menard County","Illinois","52.9","0.9",102,52,17055
"626","IL-131","Mercer County","Illinois","50.6","0.8",98,49.7,17057
"627","IL-133","Monroe County","Illinois","57.1","1.7",119,55.4,17059
"628","IL-135","Montgomery County","Illinois","53.9","0.9",103,53,17061
"629","IL-137","Morgan County","Illinois","53.2","0.9",104,52.3,17063
"630","IL-139","Moultrie County","Illinois","53.2","1.2",109,52,17065
"631","IL-141","Ogle County","Illinois","49.1","1.6",116,47.5,17067
"632","IL-143","Peoria County","Illinois","51.9","1.6",114,50.3,17069
"633","IL-145","Perry County","Illinois","56.2","1.2",112,55,17071
"634","IL-147","Piatt County","Illinois","52.7","1.6",116,51,17073
"635","IL-149","Pike County","Illinois","53.9","1",110,52.9,17075
"636","IL-151","Pope County","Illinois","57.1","0.9",101,56.2,17077
"637","IL-153","Pulaski County","Illinois","58.2","1.4",119,56.8,17079
"638","IL-155","Putnam County","Illinois","50.7","1",103,49.7,17081
"639","IL-157","Randolph County","Illinois","56.5","1.3",112,55.2,17083
"640","IL-159","Richland County","Illinois","55.5","1.3",118,54.2,17085
"641","IL-161","Rock Island County","Illinois","50.4","1.1",102,49.3,17087
"642","IL-163","St. Clair County","Illinois","56.5","1.4",110,55.1,17089
"643","IL-165","Saline County","Illinois","56.6","0.8",102,55.8,17091
"644","IL-167","Sangamon County","Illinois","53.2","0.9",108,52.3,17093
"645","IL-169","Schuyler County","Illinois","52.7","0.9",106,51.8,17095
"646","IL-171","Scott County","Illinois","53.7","0.9",104,52.9,17097
"647","IL-173","Shelby County","Illinois","53.5","0.9",101,52.6,17099
"648","IL-175","Stark County","Illinois","50.4","1.1",104,49.4,17101
"649","IL-177","Stephenson County","Illinois","48.2","1.6",109,46.7,17103
"650","IL-179","Tazewell County","Illinois","52.6","1.9",119,50.7,17105
"651","IL-181","Union County","Illinois","57.1","1.3",114,55.8,17107
"652","IL-183","Vermilion County","Illinois","52.1","1",109,51,17109
