"","ID","Name","State","avg_temp","anomaly_1901.2000","Rank","Mean_1901.2000","fips"
"848","IA-187","Webster County","Iowa","47.5","0.7",95,46.8,19113
"849","IA-189","Winnebago County","Iowa","45","0.6",79,44.5,19115
"850","IA-191","Winneshiek County","Iowa","45.7","1.5",108,44.2,19117
"851","IA-193","Woodbury County","Iowa","48.3","1.1",98,47.2,19119
"852","IA-195","Worth County","Iowa","45.1","0.7",91,44.3,19121
"853","IA-197","Wright County","Iowa","46.4","0.6",85,45.8,19123
"854","KS-001","Allen County","Kansas","56.4","0.5",85,56,19125
"855","KS-003","Anderson County","Kansas","55.8","0.6",91,55.3,19127
"856","KS-005","Atchison County","Kansas","54","1.1",100,53,19129
"857","KS-007","Barber County","Kansas","57.4","0.8",93,56.5,19131
"858","KS-009","Barton County","Kansas","54.5","0.2",65,54.3,19133
"859","KS-011","Bourbon County","Kansas","56.6","0.5",89,56.1,19135
"860","KS-013","Brown County","Kansas","53.3","1.1",103,52.2,19137
"861","KS-015","Butler County","Kansas","56.6","1",101,55.6,19139
"862","KS-017","Chase County","Kansas","55.3","0.8",94,54.5,19141
"863","KS-019","Chautauqua County","Kansas","57.6","0.3",75,57.3,19143
"864","KS-021","Cherokee County","Kansas","58.1","0.7",95,57.4,19145
"865","KS-023","Cheyenne County","Kansas","52.2","1.6",105,50.7,19147
"866","KS-025","Clark County","Kansas","57.2","0.7",94,56.5,19149
"867","KS-027","Clay County","Kansas","54.9","1.4",113,53.5,19151
"868","KS-029","Cloud County","Kansas","54.4","1.3",104,53.2,19153
"869","KS-031","Coffey County","Kansas","56","1",105,55,19155
"870","KS-033","Comanche County","Kansas","57.3","0.9",99,56.4,19157
"871","KS-035","Cowley County","Kansas","57.4","0.5",87,56.8,19159
"872","KS-037","Crawford County","Kansas","57.2","0.6",86,56.7,19161
"873","KS-039","Decatur County","Kansas","52.4","1.2",99,51.3,19163
"874","KS-041","Dickinson County","Kansas","55.9","1.6",114,54.2,19165
"875","KS-043","Doniphan County","Kansas","53.7","0.8",95,52.9,19167
"876","KS-045","Douglas County","Kansas","55.5","1.1",107,54.4,19169
"877","KS-047","Edwards County","Kansas","55.5","0.7",92,54.7,19171
"878","KS-049","Elk County","Kansas","56.8","0.4",75,56.4,19173
"879","KS-051","Ellis County","Kansas","54.3","0.8",91,53.5,19175
"880","KS-053","Ellsworth County","Kansas","55.5","1.1",104,54.4,19177
"881","KS-055","Finney County","Kansas","54.9","1.5",107,53.4,19179
"882","KS-057","Ford County","Kansas","55.8","1.1",103,54.7,19181
"883","KS-059","Franklin County","Kansas","55.8","1.1",109,54.8,19183
"884","KS-061","Geary County","Kansas","55.3","1.4",115,53.9,19185
"885","KS-063","Gove County","Kansas","53.7","1",101,52.7,19187
"886","KS-065","Graham County","Kansas","53.5","0.9",91,52.7,19189
"887","KS-067","Grant County","Kansas","55.3","0.9",94,54.4,19191
"888","KS-069","Gray County","Kansas","55.3","1.2",103,54.1,19193
"889","KS-071","Greeley County","Kansas","52.8","1.1",95,51.7,19195
"890","KS-073","Greenwood County","Kansas","56.2","0.8",95,55.4,19197
"891","KS-075","Hamilton County","Kansas","54.2","0.8",92,53.4,20001
"892","KS-077","Harper County","Kansas","57.7","0.6",86,57,20003
"893","KS-079","Harvey County","Kansas","56.7","1.3",110,55.4,20005
"894","KS-081","Haskell County","Kansas","55.4","1.1",100,54.3,20007
"895","KS-083","Hodgeman County","Kansas","55.6","1.1",103,54.4,20009
"896","KS-085","Jackson County","Kansas","54","1.1",107,52.9,20011
"897","KS-087","Jefferson County","Kansas","54.8","1.2",111,53.6,20013
"898","KS-089","Jewell County","Kansas","53.2","1.2",104,52,20015
"899","KS-091","Johnson County","Kansas","55.3","1.1",106,54.2,20017
"900","KS-093","Kearny County","Kansas","54.7","1.3",104,53.3,20019
"901","KS-095","Kingman County","Kansas","56.6","0.5",79,56.1,20021
"902","KS-097","Kiowa County","Kansas","56.1","0.8",97,55.3,20023
"903","KS-099","Labette County","Kansas","57.9","0.3",86,57.5,20025
"904","KS-101","Lane County","Kansas","54.3","1.4",109,52.9,20027
"905","KS-103","Leavenworth County","Kansas","55.1","1.3",108,53.8,20029
"906","KS-105","Lincoln County","Kansas","55","1.3",105,53.8,20031
"907","KS-107","Linn County","Kansas","56.2","0.7",98,55.5,20033
"908","KS-109","Logan County","Kansas","53.5","1.3",103,52.2,20035
"909","KS-111","Lyon County","Kansas","55.5","1.1",107,54.3,20037
"910","KS-113","McPherson County","Kansas","56.2","1.6",111,54.7,20039
"911","KS-115","Marion County","Kansas","55.9","1.3",111,54.6,20041
"912","KS-117","Marshall County","Kansas","53.2","0.9",98,52.3,20043
"913","KS-119","Meade County","Kansas","56.6","0.7",90,55.9,20045
"914","KS-121","Miami County","Kansas","55.6","0.9",102,54.7,20047
"915","KS-123","Mitchell County","Kansas","54","0.9",96,53.1,20049
"916","KS-125","Montgomery County","Kansas","58","0.3",75,57.7,20051
"917","KS-127","Morris County","Kansas","55.1","1.3",112,53.8,20053
"918","KS-129","Morton County","Kansas","55.8","0.9",94,55,20055
"919","KS-131","Nemaha County","Kansas","52.9","0.9",100,51.9,20057
"920","KS-133","Neosho County","Kansas","57.1","0.3",83,56.7,20059
"921","KS-135","Ness County","Kansas","54.8","0.9",96,53.9,20061
"922","KS-137","Norton County","Kansas","52.4","0.8",87,51.6,20063
"923","KS-139","Osage County","Kansas","55.9","1.7",116,54.3,20065
"924","KS-141","Osborne County","Kansas","53.9","0.8",94,53.1,20067
"925","KS-143","Ottawa County","Kansas","55.5","1.7",112,53.8,20069
"926","KS-145","Pawnee County","Kansas","54.8","0.4",74,54.4,20071
"927","KS-147","Phillips County","Kansas","53","0.8",95,52.2,20073
"928","KS-149","Pottawatomie County","Kansas","54.3","1.1",107,53.2,20075
"929","KS-151","Pratt County","Kansas","56.1","0.7",91,55.4,20077
"930","KS-153","Rawlins County","Kansas","52.2","1.2",100,51,20079
"931","KS-155","Reno County","Kansas","56.2","0.6",89,55.5,20081
"932","KS-157","Republic County","Kansas","53.3","1.3",107,52,20083
"933","KS-159","Rice County","Kansas","55.5","0.7",91,54.8,20085
"934","KS-161","Riley County","Kansas","54.8","1.3",112,53.5,20087
"935","KS-163","Rooks County","Kansas","53.7","0.7",88,53,20089
"936","KS-165","Rush County","Kansas","54.4","0.5",75,53.9,20091
"937","KS-167","Russell County","Kansas","54.9","1.1",99,53.8,20093
"938","KS-169","Saline County","Kansas","56.3","1.9",115,54.5,20095
"939","KS-171","Scott County","Kansas","54.1","1.5",108,52.6,20097
"940","KS-173","Sedgwick County","Kansas","57.3","1.1",104,56.2,20099
"941","KS-175","Seward County","Kansas","56.2","0.8",93,55.4,20101
"942","KS-177","Shawnee County","Kansas","55.4","1.5",115,53.9,20103
"943","KS-179","Sheridan County","Kansas","53","1.2",101,51.8,20105
"944","KS-181","Sherman County","Kansas","52.3","1.8",109,50.5,20107
"945","KS-183","Smith County","Kansas","53","0.8",98,52.2,20109
"946","KS-185","Stafford County","Kansas","55","0.2",69,54.8,20111
"947","KS-187","Stanton County","Kansas","55.1","0.8",92,54.4,20113
"948","KS-189","Stevens County","Kansas","55.9","0.9",94,55,20115
"949","KS-191","Sumner County","Kansas","57.9","0.8",91,57.1,20117
"950","KS-193","Thomas County","Kansas","52.5","1.4",103,51.2,20119
"951","KS-195","Trego County","Kansas","53.9","0.8",87,53.2,20121
"952","KS-197","Wabaunsee County","Kansas","55","1.3",113,53.7,20123
"953","KS-199","Wallace County","Kansas","52.9","1.6",106,51.4,20125
"954","KS-201","Washington County","Kansas","53.3","1.1",100,52.2,20127
"955","KS-203","Wichita County","Kansas","53.6","1.3",104,52.3,20129
"956","KS-205","Wilson County","Kansas","57.4","0.6",90,56.9,20131
"957","KS-207","Woodson County","Kansas","56.6","0.8",98,55.8,20133
"958","KS-209","Wyandotte County","Kansas","55.4","1.3",109,54.1,20135
"959","KY-001","Adair County","Kentucky","57.8","2.2",122,55.6,20137
"960","KY-003","Allen County","Kentucky","58.4","1.2",116,57.2,20139
"961","KY-005","Anderson County","Kentucky","56.5","1.9",121,54.6,20141
"962","KY-007","Ballard County","Kentucky","58.7","1.6",120,57.2,20143
"963","KY-009","Barren County","Kentucky","58.1","1.3",117,56.8,20145
"964","KY-011","Bath County","Kentucky","55.5","1.1",111,54.4,20147
"965","KY-013","Bell County","Kentucky","55.4","0.7",103,54.6,20149
"966","KY-015","Boone County","Kentucky","55.6","2.2",121,53.4,20151
"967","KY-017","Bourbon County","Kentucky","55.7","1.8",120,53.9,20153
"968","KY-019","Boyd County","Kentucky","56.2","2.1",121,54.1,20155
"969","KY-021","Boyle County","Kentucky","56.1","1.4",119,54.7,20157
"970","KY-023","Bracken County","Kentucky","55.1","1.7",121,53.4,20159
"971","KY-025","Breathitt County","Kentucky","57","1.4",121,55.6,20161
"972","KY-027","Breckinridge County","Kentucky","56.4","1",111,55.4,20163
"973","KY-029","Bullitt County","Kentucky","57.2","1.7",121,55.4,20165
"974","KY-031","Butler County","Kentucky","58.3","1.6",120,56.7,20167
"975","KY-033","Caldwell County","Kentucky","58","0.9",105,57.1,20169
"976","KY-035","Calloway County","Kentucky","58.8","0.9",112,57.9,20171
"977","KY-037","Campbell County","Kentucky","55.6","1.9",121,53.6,20173
"978","KY-039","Carlisle County","Kentucky","58.9","1.4",120,57.5,20175
"979","KY-041","Carroll County","Kentucky","56.5","2.4",121,54.2,20177
"980","KY-043","Carter County","Kentucky","55.2","1.7",121,53.6,20179
"981","KY-045","Casey County","Kentucky","56.7","1.9",121,54.8,20181
"982","KY-047","Christian County","Kentucky","58.8","1.5",120,57.3,20183
"983","KY-049","Clark County","Kentucky","56.1","1.7",120,54.4,20185
"984","KY-051","Clay County","Kentucky","56.8","1.5",121,55.3,20187
"985","KY-053","Clinton County","Kentucky","58.3","2.4",122,55.9,20189
"986","KY-055","Crittenden County","Kentucky","57.7","0.9",107,56.8,20191
"987","KY-057","Cumberland County","Kentucky","58.7","2",122,56.6,20193
"988","KY-059","Daviess County","Kentucky","57.1","0.9",106,56.2,20195
"989","KY-061","Edmonson County","Kentucky","58.2","1.7",120,56.5,20197
"990","KY-063","Elliott County","Kentucky","55.4","1.4",120,54,20199
"991","KY-065","Estill County","Kentucky","56.7","1.3",121,55.4,20201
"992","KY-067","Fayette County","Kentucky","56","2",120,54.1,20203
"993","KY-069","Fleming County","Kentucky","55","1.1",112,53.8,20205
"994","KY-071","Floyd County","Kentucky","57.1","1.5",121,55.6,20207
"995","KY-073","Franklin County","Kentucky","56.7","2.3",121,54.5,20209
"996","KY-075","Fulton County","Kentucky","58.8","0.6",104,58.2,21001
"997","KY-077","Gallatin County","Kentucky","56.4","2.4",121,54,21003
"998","KY-079","Garrard County","Kentucky","56.4","1.5",119,55,21005
"999","KY-081","Grant County","Kentucky","55.9","2.2",121,53.7,21007
"1000","KY-083","Graves County","Kentucky","58.7","1.1",116,57.6,21009
"1001","KY-085","Grayson County","Kentucky","57.3","1.6",120,55.6,21011
"1002","KY-087","Green County","Kentucky","57.6","1.7",120,56,21013
"1003","KY-089","Greenup County","Kentucky","55.5","2",121,53.5,21015
"1004","KY-091","Hancock County","Kentucky","56.1","0.3",58,55.9,21017
"1005","KY-093","Hardin County","Kentucky","56.7","1.5",120,55.2,21019
"1006","KY-095","Harlan County","Kentucky","54.4","0.9",109,53.5,21021
"1007","KY-097","Harrison County","Kentucky","55.7","1.8",121,53.9,21023
"1008","KY-099","Hart County","Kentucky","57.6","1.5",120,56.1,21025
"1009","KY-101","Henderson County","Kentucky","57.3","0.8",103,56.5,21027
"1010","KY-103","Henry County","Kentucky","56.4","2.3",121,54.1,21029
"1011","KY-105","Hickman County","Kentucky","58.7","0.9",110,57.8,21031
"1012","KY-107","Hopkins County","Kentucky","58.5","1.5",118,57,21033
"1013","KY-109","Jackson County","Kentucky","56.1","1.5",120,54.7,21035
"1014","KY-111","Jefferson County","Kentucky","57.3","2",121,55.3,21037
"1015","KY-113","Jessamine County","Kentucky","56.4","1.8",120,54.6,21039
"1016","KY-115","Johnson County","Kentucky","56.6","1.7",121,54.9,21041
"1017","KY-117","Kenton County","Kentucky","55.4","2.1",121,53.4,21043
"1018","KY-119","Knott County","Kentucky","56.4","1.3",121,55,21045
"1019","KY-121","Knox County","Kentucky","56.7","1.3",116,55.3,21047
"1020","KY-123","Larue County","Kentucky","56.7","1.3",119,55.4,21049
"1021","KY-125","Laurel County","Kentucky","56.8","1.7",121,55.1,21051
"1022","KY-127","Lawrence County","Kentucky","56.4","1.9",121,54.4,21053
"1023","KY-129","Lee County","Kentucky","56.8","1.2",113,55.6,21055
"1024","KY-131","Leslie County","Kentucky","56.2","1.3",115,54.9,21057
"1025","KY-133","Letcher County","Kentucky","55.3","1.1",115,54.3,21059
"1026","KY-135","Lewis County","Kentucky","54.8","1.4",119,53.4,21061
"1027","KY-137","Lincoln County","Kentucky","56.2","1.6",121,54.6,21063
"1028","KY-139","Livingston County","Kentucky","58.1","1",111,57.1,21065
"1029","KY-141","Logan County","Kentucky","58.5","1.2",120,57.2,21067
"1030","KY-143","Lyon County","Kentucky","58.3","0.8",105,57.5,21069
"1031","KY-145","McCracken County","Kentucky","58.8","1.6",120,57.2,21071
"1032","KY-147","McCreary County","Kentucky","57","1.9",123,55.1,21073
"1033","KY-149","McLean County","Kentucky","58.1","1.5",120,56.6,21075
"1034","KY-151","Madison County","Kentucky","56.6","1.5",119,55.1,21077
"1035","KY-153","Magoffin County","Kentucky","56.5","1.5",121,55,21079
"1036","KY-155","Marion County","Kentucky","56.7","1.4",120,55.2,21081
"1037","KY-157","Marshall County","Kentucky","58.8","1",115,57.7,21083
"1038","KY-159","Martin County","Kentucky","57","1.7",122,55.3,21085
"1039","KY-161","Mason County","Kentucky","54.8","1.5",120,53.3,21087
"1040","KY-163","Meade County","Kentucky","56.2","1.2",114,55.1,21089
"1041","KY-165","Menifee County","Kentucky","55.5","1",110,54.5,21091
"1042","KY-167","Mercer County","Kentucky","56.4","1.7",120,54.7,21093
"1043","KY-169","Metcalfe County","Kentucky","57.6","1.5",120,56,21095
"1044","KY-171","Monroe County","Kentucky","57.9","1.2",116,56.7,21097
"1045","KY-173","Montgomery County","Kentucky","55.8","1.5",121,54.2,21099
"1046","KY-175","Morgan County","Kentucky","55.8","1.2",120,54.6,21101
"1047","KY-177","Muhlenberg County","Kentucky","58.5","1.5",120,57,21103
"1048","KY-179","Nelson County","Kentucky","56.8","1.5",120,55.3,21105
"1049","KY-181","Nicholas County","Kentucky","55.4","1.6",121,53.8,21107
"1050","KY-183","Ohio County","Kentucky","57.7","1.5",119,56.2,21109
"1051","KY-185","Oldham County","Kentucky","56.4","2.1",121,54.3,21111
"1052","KY-187","Owen County","Kentucky","56.3","2.3",121,54,21113
"1053","KY-189","Owsley County","Kentucky","57.1","1.4",120,55.6,21115
"1054","KY-191","Pendleton County","Kentucky","55.7","1.9",121,53.8,21117
"1055","KY-193","Perry County","Kentucky","56.6","1.3",119,55.3,21119
"1056","KY-195","Pike County","Kentucky","57","1.5",122,55.5,21121
"1057","KY-197","Powell County","Kentucky","56.3","1.2",121,55,21123
"1058","KY-199","Pulaski County","Kentucky","57.3","2",123,55.2,21125
"1059","KY-201","Robertson County","Kentucky","55.3","1.6",121,53.6,21127
"1060","KY-203","Rockcastle County","Kentucky","56.4","1.6",121,54.8,21129
"1061","KY-205","Rowan County","Kentucky","54.8","0.7",93,54,21131
"1062","KY-207","Russell County","Kentucky","58","2.4",122,55.6,21133
"1063","KY-209","Scott County","Kentucky","56.1","2.1",121,54,21135
"1064","KY-211","Shelby County","Kentucky","56.3","2.1",121,54.3,21137
"1065","KY-213","Simpson County","Kentucky","58.6","1.4",118,57.2,21139
"1066","KY-215","Spencer County","Kentucky","56.7","1.8",121,54.9,21141
"1067","KY-217","Taylor County","Kentucky","57.1","1.7",121,55.4,21143
"1068","KY-219","Todd County","Kentucky","58.7","1.5",121,57.2,21145
"1069","KY-221","Trigg County","Kentucky","58.7","1.1",114,57.6,21147
"1070","KY-223","Trimble County","Kentucky","56.2","2.2",121,54,21149
"1071","KY-225","Union County","Kentucky","57.3","0.7",96,56.6,21151
"1072","KY-227","Warren County","Kentucky","58.8","1.6",120,57.2,21153
"1073","KY-229","Washington County","Kentucky","56.5","1.5",120,54.9,21155
"1074","KY-231","Wayne County","Kentucky","57.8","2.4",123,55.4,21157
"1075","KY-233","Webster County","Kentucky","57.9","1.1",113,56.8,21159
"1076","KY-235","Whitley County","Kentucky","56.8","1.4",118,55.4,21161
"1077","KY-237","Wolfe County","Kentucky","56.2","1.2",117,55.1,21163
"1078","KY-239","Woodford County","Kentucky","56.5","2.1",120,54.4,21165
"1079","LA-001","Acadia Parish","Louisiana","68.6","0.6",100,68,21167
"1080","LA-003","Allen Parish","Louisiana","67.7","0.5",103,67.2,21169
"1081","LA-005","Ascension Parish","Louisiana","69.2","1.6",120,67.6,21171
"1082","LA-007","Assumption Parish","Louisiana","69.9","1.9",120,68,21173
"1083","LA-009","Avoyelles Parish","Louisiana","67.3","0.6",104,66.7,21175
"1084","LA-011","Beauregard Parish","Louisiana","67.9","1.2",120,66.7,21177
"1085","LA-013","Bienville Parish","Louisiana","65.7","1.7",120,64,21179
"1086","LA-015","Bossier Parish","Louisiana","66","1.7",121,64.3,21181
"1087","LA-017","Caddo Parish","Louisiana","66","1.4",120,64.7,21183
"1088","LA-019","Calcasieu Parish","Louisiana","69.1","1.4",120,67.7,21185
"1089","LA-021","Caldwell Parish","Louisiana","65.7","1",114,64.8,21187
"1090","LA-023","Cameron Parish","Louisiana","69.7","1.3",120,68.4,21189
"1091","LA-025","Catahoula Parish","Louisiana","66.4","0.7",104,65.7,21191
"1092","LA-027","Claiborne Parish","Louisiana","64.5","1",118,63.5,21193
"1093","LA-029","Concordia Parish","Louisiana","66.7","0.7",105,66,21195
"1094","LA-031","De Soto Parish","Louisiana","66.1","1.2",120,64.8,21197
"1095","LA-033","East Baton Rouge Parish","Louisiana","68.5","1.5",121,67.1,21199
"1096","LA-035","East Carroll Parish","Louisiana","65.4","1.3",116,64.1,21201
"1097","LA-037","East Feliciana Parish","Louisiana","67.8","1.5",121,66.3,21203
"1098","LA-039","Evangeline Parish","Louisiana","67.7","0.5",102,67.2,21205
"1099","LA-041","Franklin Parish","Louisiana","65.9","0.9",112,65,21207
"1100","LA-043","Grant Parish","Louisiana","66.3","0.7",98,65.6,21209
"1101","LA-045","Iberia Parish","Louisiana","69.4","1.3",120,68.1,21211
"1102","LA-047","Iberville Parish","Louisiana","69","1.5",120,67.6,21213
"1103","LA-049","Jackson Parish","Louisiana","65.3","1.4",119,63.9,21215
"1104","LA-051","Jefferson Parish","Louisiana","70.2","1.5",120,68.7,21217
"1105","LA-053","Jefferson Davis Parish","Louisiana","68.7","0.5",104,68.1,21219
"1106","LA-055","Lafayette Parish","Louisiana","68.9","1.1",119,67.8,21221
"1107","LA-057","Lafourche Parish","Louisiana","70.6","1.8",120,68.8,21223
"1108","LA-059","La Salle Parish","Louisiana","66.4","0.8",117,65.5,21225
"1109","LA-061","Lincoln Parish","Louisiana","64.9","1.4",120,63.5,21227
"1110","LA-063","Livingston Parish","Louisiana","68.7","1.6",121,67.1,21229
"1111","LA-065","Madison Parish","Louisiana","65.8","1.2",115,64.6,21231
"1112","LA-067","Morehouse Parish","Louisiana","65.1","1.3",119,63.8,21233
"1113","LA-069","Natchitoches Parish","Louisiana","66.5","1.2",116,65.4,21235
"1114","LA-071","Orleans Parish","Louisiana","69.8","1.7",120,68,21237
"1115","LA-073","Ouachita Parish","Louisiana","65.1","1",113,64.2,21239
"1116","LA-075","Plaquemines Parish","Louisiana","70.4","1.5",120,68.9,22001
"1117","LA-077","Pointe Coupee Parish","Louisiana","68.3","1.2",120,67.1,22003
"1118","LA-079","Rapides Parish","Louisiana","67.1","0.8",108,66.3,22005
"1119","LA-081","Red River Parish","Louisiana","66.4","1.7",120,64.7,22007
"1120","LA-083","Richland Parish","Louisiana","65.4","0.9",110,64.5,22009
"1121","LA-085","Sabine Parish","Louisiana","66.5","1.4",120,65.1,22011
"1122","LA-087","St. Bernard Parish","Louisiana","69.8","1.6",120,68.2,22013
"1123","LA-089","St. Charles Parish","Louisiana","70.2","1.7",120,68.4,22015
"1124","LA-091","St. Helena Parish","Louisiana","67.8","1.9",121,66,22017
"1125","LA-093","St. James Parish","Louisiana","69.7","1.8",120,67.9,22019
"1126","LA-095","St. John the Baptist Parish","Louisiana","69.7","1.8",120,67.9,22021
"1127","LA-097","St. Landry Parish","Louisiana","68.1","0.8",110,67.3,22023
"1128","LA-099","St. Martin Parish","Louisiana","69.2","1.4",120,67.8,22025
"1129","LA-101","St. Mary Parish","Louisiana","70","1.8",120,68.2,22027
"1130","LA-103","St. Tammany Parish","Louisiana","68.6","1.9",120,66.8,22029
"1131","LA-105","Tangipahoa Parish","Louisiana","68.3","1.9",121,66.4,22031
"1132","LA-107","Tensas Parish","Louisiana","66.1","0.8",111,65.3,22033
"1133","LA-109","Terrebonne Parish","Louisiana","71","2.2",122,68.8,22035
"1134","LA-111","Union Parish","Louisiana","64.9","1.3",120,63.6,22037
"1135","LA-113","Vermilion Parish","Louisiana","69.4","1",118,68.4,22039
"1136","LA-115","Vernon Parish","Louisiana","67.1","1.4",119,65.8,22041
"1137","LA-117","Washington Parish","Louisiana","67.6","1.8",120,65.9,22043
"1138","LA-119","Webster Parish","Louisiana","65.5","1.5",120,64,22045
"1139","LA-121","West Baton Rouge Parish","Louisiana","68.8","1.4",121,67.4,22047
"1140","LA-123","West Carroll Parish","Louisiana","65.2","1.2",117,64,22049
"1141","LA-125","West Feliciana Parish","Louisiana","67.9","1.3",121,66.6,22051
"1142","LA-127","Winn Parish","Louisiana","65.9","1.1",117,64.8,22053
"1143","ME-001","Androscoggin County","Maine","45.5","2.4",119,43,22055
"1144","ME-003","Aroostook County","Maine","39.7","2.1",114,37.7,22057
"1145","ME-005","Cumberland County","Maine","46.1","2.3",120,43.8,22059
"1146","ME-007","Franklin County","Maine","40.5","2.2",113,38.3,22061
"1147","ME-009","Hancock County","Maine","45.3","2.4",121,42.9,22063
"1148","ME-011","Kennebec County","Maine","45.4","2.5",121,42.9,22065
"1149","ME-013","Knox County","Maine","45.5","2.3",121,43.2,22067
"1150","ME-015","Lincoln County","Maine","46","2.5",121,43.5,22069
"1151","ME-017","Oxford County","Maine","42.8","2.4",121,40.3,22071
"1152","ME-019","Penobscot County","Maine","43.4","2.4",120,41,22073
"1153","ME-021","Piscataquis County","Maine","40.5","2.2",117,38.3,22075
"1154","ME-023","Sagadahoc County","Maine","46.3","2.5",119,43.8,22077
"1155","ME-025","Somerset County","Maine","40.6","2.1",116,38.5,22079
"1156","ME-027","Waldo County","Maine","45","2.4",121,42.6,22081
"1157","ME-029","Washington County","Maine","44.8","2.8",121,42,22083
"1158","ME-031","York County","Maine","46.5","1.9",113,44.6,22085
"1159","MD-001","Allegany County","Maryland","53.1","1.8",121,51.3,22087
"1160","MD-003","Anne Arundel County","Maryland","58.1","2.8",121,55.3,22089
"1161","MD-005","Baltimore County","Maryland","55.8","2.8",123,52.9,22091
"1162","MD-009","Calvert County","Maryland","58.2","2.7",121,55.6,22093
"1163","MD-011","Caroline County","Maryland","57.6","3",121,54.6,22095
"1164","MD-013","Carroll County","Maryland","54.4","2.6",121,51.7,22097
"1165","MD-015","Cecil County","Maryland","55.8","2.5",121,53.3,22099
"1166","MD-017","Charles County","Maryland","58.7","3",121,55.6,22101
"1167","MD-019","Dorchester County","Maryland","58.6","3.1",121,55.6,22103
"1168","MD-021","Frederick County","Maryland","54.8","2.5",121,52.4,22105
"1169","MD-023","Garrett County","Maryland","49.4","2.2",121,47.2,22107
"1170","MD-025","Harford County","Maryland","55.6","2.4",122,53.2,22109
"1171","MD-027","Howard County","Maryland","55.8","2.9",121,52.9,22111
"1172","MD-029","Kent County","Maryland","56.9","2.3",121,54.5,22113
"1173","MD-031","Montgomery County","Maryland","56.1","2.7",121,53.4,22115
"1174","MD-033","Prince George&#039","s County","Maryland","57.7",2.7,121,54.9
"1175","MD-035","Queen Anne&#039","s County","Maryland","57.2",2.5,121,54.7
"1176","MD-037","St. Mary&#039","s County","Maryland","58.6",2.6,122,55.9
"1177","MD-039","Somerset County","Maryland","59.3","3.2",121,56.1,22123
"1178","MD-041","Talbot County","Maryland","58.1","2.7",121,55.5,22125
"1179","MD-043","Washington County","Maryland","54.4","2.4",121,52.1,22127
"1180","MD-045","Wicomico County","Maryland","58.7","3.4",121,55.3,23001
"1181","MD-047","Worcester County","Maryland","58.9","3.3",122,55.6,23003
"1182","MD-510","Baltimore City","Maryland","57.9","3.2",123,54.7,23005
"1183","MD-511","Washington"," D.C.","Washington"," D.C.",57.8,2.7,23007
"1184","MA-001","Barnstable County","Massachusetts","51.9","3",123,48.9,23009
"1185","MA-003","Berkshire County","Massachusetts","46.5","2.4",119,44.1,23011
"1186","MA-005","Bristol County","Massachusetts","51.8","2.8",121,49,23013
"1187","MA-007","Dukes County","Massachusetts","52.2","2.8",121,49.3,23015
"1188","MA-009","Essex County","Massachusetts","49.9","2.5",119,47.4,23017
"1189","MA-011","Franklin County","Massachusetts","48.3","3",123,45.3,23019
"1190","MA-013","Hampden County","Massachusetts","49.3","2.4",120,46.8,23021
"1191","MA-015","Hampshire County","Massachusetts","48.7","2.4",120,46.3,23023
"1192","MA-017","Middlesex County","Massachusetts","50.5","3",123,47.5,23025
"1193","MA-019","Nantucket County","Massachusetts","51.7","3.2",121,48.5,23027
"1194","MA-021","Norfolk County","Massachusetts","51.3","3.2",121,48.2,23029
"1195","MA-023","Plymouth County","Massachusetts","51.8","3",122,48.8,23031
"1196","MA-025","Suffolk County","Massachusetts","51.8","3.3",122,48.5,24001
"1197","MA-027","Worcester County","Massachusetts","49.1","3",121,46.2,24003
"1198","MI-001","Alcona County","Michigan","44.7","2.3",117,42.3,24005
"1199","MI-003","Alger County","Michigan","41.1","1.1",96,40,24009
"1200","MI-005","Allegan County","Michigan","49.2","1.6",112,47.7,24011
"1201","MI-007","Alpena County","Michigan","44.8","2.5",118,42.2,24013
"1202","MI-009","Antrim County","Michigan","44.9","2.3",112,42.7,24015
"1203","MI-011","Arenac County","Michigan","46.9","2.6",119,44.3,24017
"1204","MI-013","Baraga County","Michigan","39.7","1.6",103,38.1,24019
"1205","MI-015","Barry County","Michigan","48.7","1.9",119,46.9,24021
"1206","MI-017","Bay County","Michigan","48.2","2.6",119,45.5,24023
"1207","MI-019","Benzie County","Michigan","45.7","2.9",115,42.8,24025
"1208","MI-021","Berrien County","Michigan","50.1","1.6",118,48.5,24027
"1209","MI-023","Branch County","Michigan","49.2","1.8",119,47.4,24029
"1210","MI-025","Calhoun County","Michigan","49.1","2.1",121,47,24031
"1211","MI-027","Cass County","Michigan","49.7","1.9",119,47.8,24033
"1212","MI-029","Charlevoix County","Michigan","44.7","2",110,42.7,24035
"1213","MI-031","Cheboygan County","Michigan","43.7","1.9",106,41.9,24037
"1214","MI-033","Chippewa County","Michigan","41.4","1.8",108,39.6,24039
"1215","MI-035","Clare County","Michigan","45.7","2.4",118,43.3,24041
"1216","MI-037","Clinton County","Michigan","48.8","2.2",121,46.6,24043
"1217","MI-039","Crawford County","Michigan","44","2.2",113,41.8,24045
"1218","MI-041","Delta County","Michigan","42.3","1.3",101,40.9,24047
"1219","MI-043","Dickinson County","Michigan","41","1.6",102,39.4,24510
"1220","MI-045","Eaton County","Michigan","48.7","2.1",120,46.6,25001
"1221","MI-047","Emmet County","Michigan","43.9","2.2",110,41.8,25003
"1222","MI-049","Genesee County","Michigan","48.8","2.6",121,46.2,25005
