"","fips_code","civilian_labor_force_2018","employed_2018","unemployed_2018","unemployment_rate_2018","civilian_labor_force_2019","employed_2019","unemployed_2019","unemployment_rate_2019","civilian_labor_force_2020","employed_2020","unemployed_2020","unemployment_rate_2020","civilian_labor_force_2021","employed_2021","unemployed_2021","unemployment_rate_2021","civilian_labor_force_2022","employed_2022","unemployed_2022","unemployment_rate_2022"
"194","06027",8704,8363,341,3.9,8772,8459,313,3.6,8335,7670,665,8,8259,7767,492,6,8261,7955,306,3.7
"195","06029",385729,354554,31175,8.1,388812,358380,30432,7.8,387111,337439,49672,12.8,385852,347572,38280,9.9,391736,364575,27161,6.9
"196","06031",57494,52968,4526,7.9,57924,53322,4602,7.9,57116,50344,6772,11.9,55457,50082,5375,9.7,56448,52499,3949,7
"197","06033",29071,27532,1539,5.3,29063,27576,1487,5.1,28513,25729,2784,9.8,28445,26275,2170,7.6,28530,27116,1414,5
"198","06035",9854,9379,475,4.8,9735,9282,453,4.7,9430,8734,696,7.4,9155,8598,557,6.1,8948,8549,399,4.5
"199","06037",5119846,4882328,237518,4.6,5151546,4920831,230715,4.5,4960339,4350509,609830,12.3,4993482,4547611,445871,8.9,4984846,4739924,244922,4.9
"200","06039",61255,56902,4353,7.1,62210,57893,4317,6.9,62067,55166,6901,11.1,62230,56756,5474,8.8,63447,59559,3888,6.1
"201","06041",139710,136304,3406,2.4,138885,135647,3238,2.3,130901,122013,8888,6.8,129479,123589,5890,4.5,131664,128169,3495,2.7
"202","06043",7650,7241,409,5.3,7637,7286,351,4.6,7217,6414,803,11.1,7052,6494,558,7.9,7291,6965,326,4.5
"203","06045",39456,37877,1579,4,38741,37188,1553,4,37232,33848,3384,9.1,36821,34503,2318,6.3,37183,35653,1530,4.1
"204","06047",115230,105539,9691,8.4,115962,106504,9458,8.2,115723,101215,14508,12.5,115207,103311,11896,10.3,115605,106730,8875,7.7
"205","06049",3155,2916,239,7.6,3180,2953,227,7.1,3186,2906,280,8.8,3196,2966,230,7.2,3177,3003,174,5.5
"206","06051",8426,8084,342,4.1,8522,8204,318,3.7,7899,6946,953,12.1,8304,7736,568,6.8,8669,8345,324,3.7
"207","06053",221894,207720,14174,6.4,221584,207616,13968,6.3,214623,190693,23930,11.1,212225,194669,17556,8.3,220475,207384,13091,5.9
"208","06055",73781,71596,2185,3,73378,71264,2114,2.9,69024,62851,6173,8.9,68555,64394,4161,6.1,71001,68724,2277,3.2
"209","06057",48567,46860,1707,3.5,48499,46867,1632,3.4,46869,43061,3808,8.1,47368,44691,2677,5.7,48473,46809,1664,3.4
"210","06059",1616144,1568273,47871,3,1616766,1571261,45505,2.8,1566866,1426971,139895,8.9,1560697,1467342,93355,6,1590882,1540561,50321,3.2
"211","06061",185634,179689,5945,3.2,188986,183074,5912,3.1,187363,173393,13970,7.5,189577,179955,9622,5.1,193823,187891,5932,3.1
"212","06063",7814,7222,592,7.6,7892,7281,611,7.7,7643,6799,844,11,7481,6776,705,9.4,7428,6946,482,6.5
"213","06065",1090135,1041689,48446,4.4,1108093,1061450,46643,4.2,1121076,1008036,113040,10.1,1133045,1050042,83003,7.3,1152096,1104077,48019,4.2
"214","06067",704243,676904,27339,3.9,711747,685309,26438,3.7,712190,644827,67363,9.5,719721,669851,49870,6.9,728310,699774,28536,3.9
"215","06069",31200,29616,1584,5.1,32324,30711,1613,5,32612,29382,3230,9.9,31831,29506,2325,7.3,32480,30856,1624,5
"216","06071",955090,915841,39249,4.1,967128,929765,37363,3.9,974715,880887,93828,9.6,992229,918611,73618,7.4,1008492,967151,41341,4.1
"217","06073",1579787,1526622,53165,3.4,1583579,1532211,51368,3.2,1547325,1401923,145402,9.4,1547828,1447539,100289,6.5,1589551,1534802,54749,3.4
"218","06075",568725,555086,13639,2.4,580914,568049,12865,2.2,560097,515631,44466,7.9,548615,520788,27827,5.1,572583,557983,14600,2.5
"219","06077",324138,304333,19805,6.1,327149,307694,19455,5.9,335423,296890,38533,11.5,336882,307953,28929,8.6,344418,326351,18067,5.2
"220","06079",140108,135892,4216,3,139905,135854,4051,2.9,134417,123926,10491,7.8,135428,128208,7220,5.3,137203,133048,4155,3
"221","06081",449009,438908,10101,2.2,457390,447922,9468,2.1,439455,409040,30415,6.9,433387,413318,20069,4.6,453379,442415,10964,2.4
"222","06083",215242,206714,8528,4,222769,214665,8104,3.6,218934,201111,17823,8.1,219871,207164,12707,5.8,223717,215888,7829,3.5
"223","06085",1042538,1014970,27568,2.6,1050634,1024216,26418,2.5,1025616,952499,73117,7.1,1012385,963744,48641,4.8,1040856,1013288,27568,2.6
"224","06087",141274,134222,7052,5,141396,134445,6951,4.9,135102,121979,13123,9.7,133124,123902,9222,6.9,134175,127787,6388,4.8
"225","06089",73892,70188,3704,5,72978,69475,3503,4.8,73403,66863,6540,8.9,72994,67951,5043,6.9,73134,69783,3351,4.6
"226","06091",1277,1200,77,6,1330,1259,71,5.3,1289,1182,107,8.3,1308,1228,80,6.1,1320,1265,55,4.2
"227","06093",17362,16190,1172,6.8,17191,16068,1123,6.5,17000,15297,1703,10,16704,15349,1355,8.1,16632,15682,950,5.7
"228","06095",209059,200807,8252,3.9,208505,200578,7927,3.8,202218,182483,19735,9.8,200674,185789,14885,7.4,202274,193768,8506,4.2
"229","06097",260634,253387,7247,2.8,257679,250679,7000,2.7,246215,226415,19800,8,243679,230168,13511,5.5,248277,240509,7768,3.1
"230","06099",243055,227309,15746,6.5,242927,228115,14812,6.1,242490,215869,26621,11,240200,220161,20039,8.3,242276,229135,13141,5.4
"231","06101",44834,41410,3424,7.6,45547,42175,3372,7.4,45601,40420,5181,11.4,45375,41316,4059,8.9,46329,43293,3036,6.6
"232","06103",25485,24023,1462,5.7,25602,24156,1446,5.6,25724,23386,2338,9.1,25616,23772,1844,7.2,25735,24487,1248,4.8
"233","06105",4674,4406,268,5.7,4652,4396,256,5.5,4550,4176,374,8.2,4556,4267,289,6.3,4572,4362,210,4.6
"234","06107",202987,183129,19858,9.8,202458,182695,19763,9.8,202865,175567,27298,13.5,201229,179892,21337,10.6,207469,190526,16943,8.2
"235","06109",21188,20198,990,4.7,20975,20018,957,4.6,20223,18078,2145,10.6,20102,18642,1460,7.3,19877,18990,887,4.5
"236","06111",423096,406894,16202,3.8,422283,406924,15359,3.6,410872,374964,35908,8.7,407465,382236,25229,6.2,413641,398421,15220,3.7
"237","06113",107546,102922,4624,4.3,108162,103663,4499,4.2,105028,96867,8161,7.8,106662,100331,6331,5.9,108984,104576,4408,4
"238","06115",29239,27355,1884,6.4,29798,27965,1833,6.2,30773,27494,3279,10.7,30980,28369,2611,8.4,31596,29856,1740,5.5
"239","08001",266910,258313,8597,3.2,271550,263838,7712,2.8,270477,250200,20277,7.5,278583,261265,17318,6.2,282167,272672,9495,3.4
"240","08003",8490,8171,319,3.8,8433,8146,287,3.4,8316,7824,492,5.9,8098,7616,482,6,8187,7890,297,3.6
"241","08005",357074,346421,10653,3,362376,352924,9452,2.6,360185,333757,26428,7.3,370311,348866,21445,5.8,375538,363967,11571,3.1
"242","08007",6810,6591,219,3.2,6857,6648,209,3,7043,6549,494,7,6938,6573,365,5.3,6979,6759,220,3.2
"243","08009",2154,2117,37,1.7,2142,2107,35,1.6,2086,2040,46,2.2,2038,1991,47,2.3,2062,2026,36,1.7
"244","08011",1890,1833,57,3,1854,1804,50,2.7,1790,1719,71,4,1773,1656,117,6.6,1774,1711,63,3.6
"245","08013",191193,186140,5053,2.6,194187,189792,4395,2.3,190895,179951,10944,5.7,197814,189093,8721,4.4,201848,196759,5089,2.5
"246","08014",39247,38180,1067,2.7,40209,39253,956,2.4,40436,37978,2458,6.1,41544,39652,1892,4.6,42504,41398,1106,2.6
"247","08015",9540,9300,240,2.5,9711,9486,225,2.3,9648,9078,570,5.9,9671,9245,426,4.4,9825,9559,266,2.7
"248","08017",1131,1112,19,1.7,1130,1112,18,1.6,1084,1060,24,2.2,1063,1037,26,2.4,1051,1031,20,1.9
"249","08019",5926,5759,167,2.8,6018,5875,143,2.4,5966,5485,481,8.1,6074,5737,337,5.5,6163,5982,181,2.9
"250","08021",4062,3901,161,4,4133,3989,144,3.5,4006,3797,209,5.2,3914,3713,201,5.1,3971,3844,127,3.2
"251","08023",1824,1749,75,4.1,1856,1785,71,3.8,1813,1690,123,6.8,1798,1683,115,6.4,1785,1711,74,4.1
"252","08025",1479,1419,60,4.1,1544,1481,63,4.1,1441,1367,74,5.1,1388,1310,78,5.6,1370,1318,52,3.8
"253","08027",2065,1994,71,3.4,2049,1989,60,2.9,2087,1990,97,4.6,2233,2137,96,4.3,2311,2243,68,2.9
"254","08029",14284,13749,535,3.7,14237,13778,459,3.2,14164,13298,866,6.1,13670,12892,778,5.7,13282,12802,480,3.6
"255","08031",408108,396073,12035,2.9,417049,406197,10852,2.6,420069,387997,32072,7.6,430927,405515,25412,5.9,436588,423094,13494,3.1
"256","08033",1139,1108,31,2.7,1138,1105,33,2.9,1135,1063,72,6.3,1122,1066,56,5,1148,1114,34,3
"257","08035",190120,185084,5036,2.6,196099,191594,4505,2.3,196251,185851,10400,5.3,202593,194188,8405,4.1,207841,202637,5204,2.5
"258","08037",35835,34935,900,2.5,36381,35587,794,2.2,35394,32261,3133,8.9,34608,32944,1664,4.8,34793,33882,911,2.6
"259","08039",14908,14520,388,2.6,15223,14902,321,2.1,15012,14366,646,4.3,15609,15004,605,3.9,16017,15629,388,2.4
"260","08041",332289,320130,12159,3.7,338652,327886,10766,3.2,342131,319056,23075,6.7,354358,334200,20158,5.7,358771,347092,11679,3.3
"261","08043",14912,14188,724,4.9,14952,14289,663,4.4,15225,14131,1094,7.2,14916,13803,1113,7.5,14389,13711,678,4.7
"262","08045",32099,31147,952,3,32399,31550,849,2.6,31416,29430,1986,6.3,30460,28914,1546,5.1,30903,29975,928,3
"263","08047",3693,3606,87,2.4,3800,3716,84,2.2,3932,3508,424,10.8,3908,3671,237,6.1,3935,3827,108,2.7
"264","08049",9829,9585,244,2.5,9791,9588,203,2.1,9247,8520,727,7.9,9160,8742,418,4.6,9298,9049,249,2.7
"265","08051",11255,10994,261,2.3,11374,11137,237,2.1,11302,10606,696,6.2,11207,10759,448,4,11432,11150,282,2.5
"266","08053",439,428,11,2.5,435,421,14,3.2,423,407,16,3.8,423,407,16,3.8,438,427,11,2.5
"267","08055",2558,2401,157,6.1,2511,2372,139,5.5,2596,2367,229,8.8,2549,2331,218,8.6,2470,2320,150,6.1
"268","08057",980,956,24,2.4,974,952,22,2.3,935,899,36,3.9,952,918,34,3.6,987,966,21,2.1
"269","08059",328197,318968,9229,2.8,331912,323735,8177,2.5,327752,306009,21743,6.6,337033,319955,17078,5.1,343275,333723,9552,2.8
"270","08061",936,920,16,1.7,949,935,14,1.5,954,933,21,2.2,926,894,32,3.5,898,882,16,1.8
"271","08063",4258,4176,82,1.9,4289,4220,69,1.6,4215,4105,110,2.6,4074,3944,130,3.2,4116,4036,80,1.9
"272","08065",4761,4644,117,2.5,4923,4811,112,2.3,4806,4442,364,7.6,4668,4445,223,4.8,4835,4710,125,2.6
"273","08067",32006,31122,884,2.8,31676,30908,768,2.4,30937,28950,1987,6.4,30383,28702,1681,5.5,30851,29926,925,3
"274","08069",199614,194399,5215,2.6,203381,198716,4665,2.3,201409,189568,11841,5.9,207700,197863,9837,4.7,210796,205073,5723,2.7
"275","08071",6494,6210,284,4.4,6492,6246,246,3.8,6401,5959,442,6.9,6194,5761,433,7,6074,5792,282,4.6
"276","08073",2440,2385,55,2.3,2402,2348,54,2.2,2342,2245,97,4.1,2242,2140,102,4.5,2204,2141,63,2.9
"277","08075",11123,10833,290,2.6,11061,10803,258,2.3,10877,10404,473,4.3,10372,9880,492,4.7,10182,9900,282,2.8
"278","08077",74943,72115,2828,3.8,75503,73001,2502,3.3,74746,69554,5192,6.9,77004,72514,4490,5.8,76866,74254,2612,3.4
"279","08079",507,494,13,2.6,516,504,12,2.3,465,439,26,5.6,444,420,24,5.4,461,448,13,2.8
"280","08081",7369,7118,251,3.4,7349,7107,242,3.3,7163,6761,402,5.6,6895,6540,355,5.1,6833,6617,216,3.2
"281","08083",12861,12287,574,4.5,12774,12251,523,4.1,12624,11782,842,6.7,12480,11731,749,6,12340,11876,464,3.8
"282","08085",21443,20707,736,3.4,21626,20976,650,3,21494,20171,1323,6.2,21185,20035,1150,5.4,21234,20521,713,3.4
"283","08087",16214,15774,440,2.7,16343,15928,415,2.5,15914,15118,796,5,15441,14629,812,5.3,15460,14961,499,3.2
"284","08089",8322,7931,391,4.7,8250,7924,326,4,8183,7715,468,5.7,7980,7457,523,6.6,7841,7515,326,4.2
"285","08091",2366,2290,76,3.2,2421,2352,69,2.9,2481,2295,186,7.5,2562,2437,125,4.9,2521,2444,77,3.1
"286","08093",10939,10650,289,2.6,11185,10916,269,2.4,10977,10389,588,5.4,11375,10899,476,4.2,11637,11337,300,2.6
"287","08095",2574,2528,46,1.8,2581,2541,40,1.5,2463,2401,62,2.5,2404,2330,74,3.1,2429,2378,51,2.1
"288","08097",11135,10741,394,3.5,11052,10714,338,3.1,11125,10036,1089,9.8,10526,9900,626,5.9,10598,10249,349,3.3
"289","08099",6235,6042,193,3.1,6292,6134,158,2.5,6120,5867,253,4.1,5998,5706,292,4.9,6117,5944,173,2.8
"290","08101",74861,71472,3389,4.5,75305,72332,2973,3.9,76173,70361,5812,7.6,77352,71183,6169,8,76448,73064,3384,4.4
"291","08103",2912,2799,113,3.9,2969,2864,105,3.5,2906,2759,147,5.1,2801,2635,166,5.9,2835,2729,106,3.7
"292","08105",5373,5128,245,4.6,5411,5195,216,4,5359,5002,357,6.7,5302,4936,366,6.9,5294,5070,224,4.2
"293","08107",16103,15698,405,2.5,16198,15858,340,2.1,15929,14755,1174,7.4,15234,14537,697,4.6,15647,15251,396,2.5
"294","08109",3503,3349,154,4.4,3519,3382,137,3.9,3406,3182,224,6.6,3351,3143,208,6.2,3357,3242,115,3.4
"295","08111",519,504,15,2.9,552,536,16,2.9,519,487,32,6.2,567,545,22,3.9,570,555,15,2.6
"296","08113",5515,5338,177,3.2,5720,5564,156,2.7,5424,4873,551,10.2,5411,5112,299,5.5,5581,5406,175,3.1
"297","08115",1179,1150,29,2.5,1188,1165,23,1.9,1155,1117,38,3.3,1136,1091,45,4,1066,1038,28,2.6
"298","08117",22324,21869,455,2,22801,22404,397,1.7,21969,19946,2023,9.2,21269,20347,922,4.3,21508,21026,482,2.2
"299","08119",12434,12007,427,3.4,12704,12326,378,3,12840,11946,894,7,13211,12551,660,5,13416,13015,401,3
"300","08121",3030,2960,70,2.3,2956,2900,56,1.9,2848,2765,83,2.9,2721,2628,93,3.4,2756,2692,64,2.3
"301","08123",163658,159066,4592,2.8,168146,163949,4197,2.5,164952,154231,10721,6.5,166748,157126,9622,5.8,169213,163743,5470,3.2
"302","08125",5960,5849,111,1.9,6073,5980,93,1.5,5559,5414,145,2.6,5455,5294,161,3,5542,5430,112,2
"303","09001",483980,465902,18078,3.7,486096,468976,17120,3.5,469728,432232,37496,8,465562,437092,28470,6.1,487419,467235,20184,4.1
"304","09003",484705,465289,19416,4,490245,471879,18366,3.7,479199,440103,39096,8.2,468442,437734,30708,6.6,483863,463242,20621,4.3
"305","09005",105824,102001,3823,3.6,106269,102700,3569,3.4,102718,95639,7079,6.9,101573,95960,5613,5.5,105940,101859,4081,3.9
"306","09007",94114,90995,3119,3.3,95148,92214,2934,3.1,92509,86435,6074,6.6,91026,86270,4756,5.2,94995,91557,3438,3.6
"307","09009",465186,445972,19214,4.1,468699,450978,17721,3.8,459091,422223,36868,8,453505,423766,29739,6.6,473070,452698,20372,4.3
"308","09011",138570,133406,5164,3.7,138966,134116,4850,3.5,132815,120004,12811,9.6,129414,120597,8817,6.8,135073,129364,5709,4.2
"309","09013",87316,84362,2954,3.4,88308,85526,2782,3.2,85274,79975,5299,6.2,83831,79512,4319,5.2,87409,84126,3283,3.8
"310","09015",64179,61444,2735,4.3,64909,62379,2530,3.9,62767,57869,4898,7.8,61987,58105,3882,6.3,64695,61912,2783,4.3
"311","10001",77834,74643,3191,4.1,78569,75410,3159,4,79802,73176,6626,8.3,80940,75757,5183,6.4,80172,75965,4207,5.2
"312","10003",296931,286200,10731,3.6,298616,288157,10459,3.5,299532,277339,22193,7.4,301965,285504,16461,5.5,304561,291284,13277,4.4
"313","10005",105605,101702,3903,3.7,107473,103595,3878,3.6,107163,99450,7713,7.2,111025,105509,5516,5,111955,107009,4946,4.4
"314","11001",395604,373202,22402,5.7,399857,377800,22057,5.5,386296,355788,30508,7.9,378103,352468,25635,6.8,388403,370229,18174,4.7
"315","12001",136443,131878,4565,3.3,138129,133983,4146,3,134721,127085,7636,5.7,138216,132947,5269,3.8,141466,137497,3969,2.8
"316","12003",11570,11163,407,3.5,11942,11562,380,3.2,11676,11058,618,5.3,12133,11672,461,3.8,12649,12301,348,2.8
"317","12005",87427,83812,3615,4.1,83972,80777,3195,3.8,82813,77619,5194,6.3,85781,82390,3391,4,87970,85609,2361,2.7
"318","12007",11073,10691,382,3.4,10880,10521,359,3.3,10729,10053,676,6.3,10792,10333,459,4.3,11075,10728,347,3.1
"319","12009",274910,264981,9929,3.6,282118,272891,9227,3.3,281902,262203,19699,7,289818,277874,11944,4.1,296542,288096,8446,2.8
"320","12011",1025663,990261,35402,3.5,1034991,1002809,32182,3.1,1021788,926316,95472,9.3,1032694,981959,50735,4.9,1065006,1034531,30475,2.9
"321","12013",4912,4698,214,4.4,4773,4580,193,4,4751,4494,257,5.4,4836,4612,224,4.6,4837,4679,158,3.3
"322","12015",70341,67440,2901,4.1,71496,68795,2701,3.8,71472,65990,5482,7.7,73472,70196,3276,4.5,76774,74142,2632,3.4
"323","12017",47205,44677,2528,5.4,47069,44734,2335,5,46624,42495,4129,8.9,47660,44917,2743,5.8,49308,47269,2039,4.1
"324","12019",105142,101583,3559,3.4,106847,103523,3324,3.1,104766,98850,5916,5.6,108413,104509,3904,3.6,113134,110151,2983,2.6
"325","12021",176584,170322,6262,3.5,179452,173715,5737,3.2,176561,163700,12861,7.3,181287,174491,6796,3.7,189462,184206,5256,2.8
"326","12023",29232,28101,1131,3.9,29642,28651,991,3.3,29479,27632,1847,6.3,29371,28018,1353,4.6,29565,28615,950,3.2
"327","12027",13621,13071,550,4,14133,13622,511,3.6,14375,13596,779,5.4,13630,13053,577,4.2,13862,13408,454,3.3
"328","12029",5741,5495,246,4.3,5818,5594,224,3.9,5854,5514,340,5.8,5841,5578,263,4.5,5852,5661,191,3.3
"329","12031",480459,462678,17781,3.7,484552,468177,16375,3.4,481031,446393,34638,7.2,493790,471485,22305,4.5,512417,496908,15509,3
"330","12033",142158,136946,5212,3.7,143967,139205,4762,3.3,143826,133571,10255,7.1,145719,139015,6704,4.6,149075,144552,4523,3
"331","12035",46359,44408,1951,4.2,47445,45586,1859,3.9,47144,43412,3732,7.9,48525,46234,2291,4.7,50464,48763,1701,3.4
"332","12037",4696,4528,168,3.6,4637,4466,171,3.7,4659,4395,264,5.7,4714,4531,183,3.9,4825,4692,133,2.8
"333","12039",18260,17408,852,4.7,18451,17671,780,4.2,18231,16898,1333,7.3,18642,17594,1048,5.6,19143,18413,730,3.8
"334","12041",6983,6715,268,3.8,7258,7007,251,3.5,7048,6684,364,5.2,7275,6997,278,3.8,7408,7184,224,3
"335","12043",5194,4984,210,4,5316,5101,215,4,5079,4772,307,6,4968,4751,217,4.4,5160,4994,166,3.2
"336","12045",5959,5687,272,4.6,5167,4917,250,4.8,5082,4771,311,6.1,5273,5078,195,3.7,5432,5286,146,2.7
"337","12047",4344,4158,186,4.3,4280,4099,181,4.2,4213,3869,344,8.2,4203,3949,254,6,4203,4034,169,4
"338","12049",8752,8285,467,5.3,8322,7890,432,5.2,8478,7899,579,6.8,8892,8455,437,4.9,8783,8444,339,3.9
"339","12051",15530,14556,974,6.3,15267,14335,932,6.1,15298,13955,1343,8.8,15346,14369,977,6.4,15497,14763,734,4.7
"340","12053",70195,66928,3267,4.7,71472,68396,3076,4.3,72020,65956,6064,8.4,73851,70039,3812,5.2,76875,74123,2752,3.6
"341","12055",36254,34452,1802,5,35578,33902,1676,4.7,34656,31832,2824,8.1,35239,33145,2094,5.9,36202,34693,1509,4.2
"342","12057",731719,706233,25486,3.5,752421,728513,23908,3.2,754964,698029,56935,7.5,772739,739504,33235,4.3,804474,782198,22276,2.8
"343","12059",6841,6564,277,4,6904,6654,250,3.6,6826,6429,397,5.8,6925,6635,290,4.2,7035,6819,216,3.1
"344","12061",64532,61679,2853,4.4,65220,62654,2566,3.9,64226,59231,4995,7.8,65660,62520,3140,4.8,67947,65644,2303,3.4
"345","12063",17129,16427,702,4.1,17001,16391,610,3.6,17153,16163,990,5.8,17131,16330,801,4.7,16591,16053,538,3.2
"346","12065",5535,5321,214,3.9,5507,5319,188,3.4,5421,5102,319,5.9,5559,5318,241,4.3,5740,5556,184,3.2
"347","12067",2811,2713,98,3.5,2831,2746,85,3,2775,2649,126,4.5,2811,2698,113,4,2806,2719,87,3.1
"348","12069",154565,148928,5637,3.6,160793,155516,5277,3.3,156918,142489,14429,9.2,159924,152354,7570,4.7,171050,165871,5179,3
"349","12071",339130,327184,11946,3.5,346866,335640,11226,3.2,345536,318852,26684,7.7,359008,343793,15215,4.2,375434,363742,11692,3.1
"350","12073",152930,147632,5298,3.5,154007,149129,4878,3.2,150928,141624,9304,6.2,155338,148732,6606,4.3,159970,155227,4743,3
"351","12075",16705,16041,664,4,16618,15982,636,3.8,16503,15451,1052,6.4,16861,16089,772,4.6,17093,16498,595,3.5
"352","12077",2597,2493,104,4,2637,2543,94,3.6,2596,2465,131,5,2604,2492,112,4.3,2630,2547,83,3.2
"353","12079",7245,6955,290,4,7417,7130,287,3.9,7557,7067,490,6.5,7686,7299,387,5,7832,7575,257,3.3
"354","12081",176903,170710,6193,3.5,179628,173854,5774,3.2,175925,163364,12561,7.1,180690,173348,7342,4.1,186606,181278,5328,2.9
"355","12083",134903,128946,5957,4.4,138387,132975,5412,3.9,139119,128785,10334,7.4,143152,136025,7127,5,148279,143171,5108,3.4
"356","12085",72392,69762,2630,3.6,72916,70552,2364,3.2,71469,66907,4562,6.4,73673,70987,2686,3.6,76101,74049,2052,2.7
"357","12086",1354012,1304116,49896,3.7,1380967,1340911,40056,2.9,1280601,1175315,105286,8.2,1323692,1250255,73437,5.5,1371121,1335035,36086,2.6
"358","12087",44825,43652,1173,2.6,46287,45320,967,2.1,44503,40864,3639,8.2,46003,44616,1387,3,49262,48347,915,1.9
"359","12089",40244,38918,1326,3.3,41601,40351,1250,3,41626,39170,2456,5.9,42888,41387,1501,3.5,44707,43568,1139,2.5
"360","12091",94645,91739,2906,3.1,96098,93435,2663,2.8,95402,89907,5495,5.8,99698,96303,3395,3.4,103324,100805,2519,2.4
"361","12093",17599,16931,668,3.8,17643,17015,628,3.6,17119,16145,974,5.7,17341,16601,740,4.3,17678,17136,542,3.1
"362","12095",741630,717087,24543,3.3,754778,732139,22639,3,742175,659050,83125,11.2,744702,706409,38293,5.1,792421,769611,22810,2.9
"363","12097",179458,172724,6734,3.8,184552,178329,6223,3.4,190129,163389,26740,14.1,186594,175021,11573,6.2,197366,190680,6686,3.4
"364","12099",722361,695781,26580,3.7,730620,706156,24464,3.3,716221,658815,57406,8,735244,703046,32198,4.4,763006,740847,22159,2.9
"365","12101",232052,222872,9180,4,238759,230189,8570,3.6,241029,222948,18081,7.5,247604,236516,11088,4.5,258149,250277,7872,3
"366","12103",481941,465560,16381,3.4,483146,468232,14914,3.1,477291,441651,35640,7.5,489255,469435,19820,4.1,510331,496830,13501,2.6
"367","12105",296925,284369,12556,4.2,304617,292955,11662,3.8,319951,289442,30509,9.5,328270,310484,17786,5.4,338322,326547,11775,3.5
"368","12107",26584,25261,1323,5,26410,25242,1168,4.4,26419,24194,2225,8.4,27611,25941,1670,6,27491,26377,1114,4.1
"369","12109",129306,125472,3834,3,134948,131304,3644,2.7,137926,130460,7466,5.4,142837,138401,4436,3.1,149333,145849,3484,2.3
"370","12111",141818,135418,6400,4.5,145647,139777,5870,4,147072,135130,11942,8.1,150839,143349,7490,5,155564,150258,5306,3.4
"371","12113",80812,78057,2755,3.4,83310,80782,2528,3,83014,78494,4520,5.4,84951,81930,3021,3.6,87512,85163,2349,2.7
"372","12115",185960,179491,6469,3.5,187849,181845,6004,3.2,184240,171009,13231,7.2,189591,182038,7553,4,195994,190365,5629,2.9
"373","12117",248563,240365,8198,3.3,252585,245009,7576,3,237886,219850,18036,7.6,245888,235755,10133,4.1,263804,256782,7022,2.7
"374","12119",31122,29482,1640,5.3,32425,30868,1557,4.8,32690,29978,2712,8.3,34967,33079,1888,5.4,37346,35829,1517,4.1
"375","12121",18054,17371,683,3.8,18174,17546,628,3.5,17665,16607,1058,6,17342,16546,796,4.6,17531,16963,568,3.2
"376","12123",8603,8267,336,3.9,8179,7878,301,3.7,8163,7613,550,6.7,8091,7673,418,5.2,8085,7815,270,3.3
"377","12125",4584,4432,152,3.3,4581,4441,140,3.1,4541,4314,227,5,4495,4322,173,3.8,4518,4386,132,2.9
"378","12127",251129,241447,9682,3.9,252482,243533,8949,3.5,249000,229051,19949,8,256378,244365,12013,4.7,266061,257682,8379,3.1
"379","12129",14645,14174,471,3.2,15308,14854,454,3,15024,14321,703,4.7,15426,14925,501,3.2,15991,15589,402,2.5
"380","12131",30810,29816,994,3.2,31927,30993,934,2.9,32403,30426,1977,6.1,33883,32660,1223,3.6,35024,34130,894,2.6
"381","12133",9693,9310,383,4,9649,9306,343,3.6,9453,8873,580,6.1,9585,9147,438,4.6,9795,9482,313,3.2
"382","13001",9086,8691,395,4.3,9299,8922,377,4.1,9226,8796,430,4.7,9309,8977,332,3.6,9346,9011,335,3.6
"383","13003",4373,4218,155,3.5,4572,4423,149,3.3,4469,4295,174,3.9,4434,4304,130,2.9,4374,4254,120,2.7
"384","13005",5053,4859,194,3.8,4970,4784,186,3.7,4863,4638,225,4.6,4830,4673,157,3.3,4879,4736,143,2.9
"385","13007",1168,1106,62,5.3,1162,1106,56,4.8,1130,1063,67,5.9,1127,1072,55,4.9,1119,1074,45,4
"386","13009",17745,16861,884,5,17754,16975,779,4.4,17722,16508,1214,6.9,17631,16781,850,4.8,17754,17047,707,4
"387","13011",9578,9274,304,3.2,9822,9544,278,2.8,9857,9438,419,4.3,10311,10048,263,2.6,10897,10653,244,2.2
"388","13013",40269,38932,1337,3.3,41392,40175,1217,2.9,40979,38919,2060,5,42196,40959,1237,2.9,43097,42011,1086,2.5
"389","13015",50425,48494,1931,3.8,50947,49191,1756,3.4,50179,47086,3093,6.2,51348,49547,1801,3.5,52316,50813,1503,2.9
"390","13017",5503,5178,325,5.9,5473,5165,308,5.6,5513,5137,376,6.8,5562,5268,294,5.3,5592,5350,242,4.3
"391","13019",7499,7184,315,4.2,7611,7295,316,4.2,7449,7023,426,5.7,7641,7354,287,3.8,7772,7525,247,3.2
"392","13021",69363,66202,3161,4.6,68157,65368,2789,4.1,67441,62427,5014,7.4,66983,63606,3377,5,65430,62987,2443,3.7
"393","13023",4630,4361,269,5.8,4607,4364,243,5.3,4523,4232,291,6.4,4606,4369,237,5.1,4546,4350,196,4.3
"394","13025",7395,7062,333,4.5,7268,6956,312,4.3,7040,6666,374,5.3,7265,6997,268,3.7,7415,7159,256,3.5
