"","fips_code","civilian_labor_force_2018","employed_2018","unemployed_2018","unemployment_rate_2018","civilian_labor_force_2019","employed_2019","unemployed_2019","unemployment_rate_2019","civilian_labor_force_2020","employed_2020","unemployed_2020","unemployment_rate_2020","civilian_labor_force_2021","employed_2021","unemployed_2021","unemployment_rate_2021","civilian_labor_force_2022","employed_2022","unemployed_2022","unemployment_rate_2022"
"1706","31131",8262,8019,243,2.9,8535,8257,278,3.3,8479,8173,306,3.6,8587,8374,213,2.5,8625,8427,198,2.3
"1707","31133",1491,1452,39,2.6,1496,1453,43,2.9,1508,1467,41,2.7,1529,1499,30,2,1500,1467,33,2.2
"1708","31135",1841,1804,37,2,1844,1802,42,2.3,1866,1831,35,1.9,1869,1842,27,1.4,1879,1847,32,1.7
"1709","31137",4948,4833,115,2.3,5046,4910,136,2.7,5027,4876,151,3,4977,4883,94,1.9,5037,4937,100,2
"1710","31139",4149,4037,112,2.7,4159,4045,114,2.7,4191,4052,139,3.3,4187,4090,97,2.3,4234,4151,83,2
"1711","31141",17629,17145,484,2.7,17945,17407,538,3,18004,17330,674,3.7,18308,17885,423,2.3,18600,18208,392,2.1
"1712","31143",2930,2859,71,2.4,2963,2879,84,2.8,2955,2865,90,3,2950,2891,59,2,2925,2866,59,2
"1713","31145",5904,5761,143,2.4,5936,5772,164,2.8,5906,5711,195,3.3,5884,5757,127,2.2,5961,5842,119,2
"1714","31147",4291,4158,133,3.1,4303,4163,140,3.3,4253,4112,141,3.3,4278,4168,110,2.6,4198,4110,88,2.1
"1715","31149",898,876,22,2.4,883,856,27,3.1,891,872,19,2.1,884,871,13,1.5,909,894,15,1.7
"1716","31151",7521,7288,233,3.1,7494,7244,250,3.3,7402,7131,271,3.7,7303,7121,182,2.5,7247,7060,187,2.6
"1717","31153",96163,93489,2674,2.8,98741,95814,2927,3,98253,94178,4075,4.1,98614,96096,2518,2.6,100026,97756,2270,2.3
"1718","31155",11144,10827,317,2.8,11405,11079,326,2.9,11423,10999,424,3.7,11493,11218,275,2.4,11611,11370,241,2.1
"1719","31157",18626,18005,621,3.3,18526,17828,698,3.8,18347,17570,777,4.2,18201,17666,535,2.9,18056,17580,476,2.6
"1720","31159",8909,8671,238,2.7,9008,8737,271,3,8880,8509,371,4.2,8860,8624,236,2.7,8924,8726,198,2.2
"1721","31161",2710,2640,70,2.6,2715,2638,77,2.8,2743,2676,67,2.4,2762,2708,54,2,2810,2753,57,2
"1722","31163",1714,1668,46,2.7,1700,1644,56,3.3,1683,1629,54,3.2,1696,1658,38,2.2,1670,1632,38,2.3
"1723","31165",750,730,20,2.7,753,732,21,2.8,770,752,18,2.3,771,756,15,1.9,773,758,15,1.9
"1724","31167",3524,3434,90,2.6,3560,3466,94,2.6,3569,3448,121,3.4,3615,3533,82,2.3,3587,3514,73,2
"1725","31169",2888,2821,67,2.3,2821,2746,75,2.7,2798,2720,78,2.8,2712,2663,49,1.8,2727,2675,52,1.9
"1726","31171",442,429,13,2.9,433,417,16,3.7,432,414,18,4.2,435,423,12,2.8,459,447,12,2.6
"1727","31173",3013,2887,126,4.2,3091,2948,143,4.6,3138,2973,165,5.3,3217,3102,115,3.6,3287,3176,111,3.4
"1728","31175",2107,2044,63,3,2160,2089,71,3.3,2148,2086,62,2.9,2121,2073,48,2.3,2134,2087,47,2.2
"1729","31177",11243,10917,326,2.9,11399,11060,339,3,11306,10887,419,3.7,11371,11090,281,2.5,11530,11281,249,2.2
"1730","31179",5759,5614,145,2.5,5847,5690,157,2.7,5732,5568,164,2.9,5752,5633,119,2.1,5771,5646,125,2.2
"1731","31181",1667,1618,49,2.9,1695,1636,59,3.5,1669,1606,63,3.8,1661,1625,36,2.2,1694,1652,42,2.5
"1732","31183",580,566,14,2.4,575,559,16,2.8,571,560,11,1.9,557,550,7,1.3,565,556,9,1.6
"1733","31185",7393,7203,190,2.6,7403,7202,201,2.7,7351,7101,250,3.4,7343,7189,154,2.1,7479,7319,160,2.1
"1734","32001",10959,10542,417,3.8,11097,10684,413,3.7,11084,10438,646,5.8,11059,10687,372,3.4,10906,10515,391,3.6
"1735","32003",1095346,1045014,50332,4.6,1134950,1086341,48609,4.3,1106764,935250,171514,15.5,1097343,1010123,87220,7.9,1143945,1075282,68663,6
"1736","32005",22776,21827,949,4.2,23286,22326,960,4.1,22186,20182,2004,9,21879,20927,952,4.4,22138,21253,885,4
"1737","32007",27295,26454,841,3.1,27395,26542,853,3.1,26189,24614,1575,6,25634,24825,809,3.2,25543,24715,828,3.2
"1738","32009",421,401,20,4.8,462,444,18,3.9,418,396,22,5.3,422,407,15,3.6,409,394,15,3.7
"1739","32011",1088,1061,27,2.5,1101,1074,27,2.5,1023,986,37,3.6,1047,1022,25,2.4,999,970,29,2.9
"1740","32013",8016,7750,266,3.3,8359,8105,254,3,8030,7623,407,5.1,8123,7859,264,3.3,7739,7482,257,3.3
"1741","32015",3125,3016,109,3.5,3244,3137,107,3.3,3138,2982,156,5,3141,3033,108,3.4,3004,2903,101,3.4
"1742","32017",2052,1964,88,4.3,2142,2055,87,4.1,2032,1927,105,5.2,2123,2055,68,3.2,2029,1949,80,3.9
"1743","32019",22199,21027,1172,5.3,23283,22112,1171,5,22722,20671,2051,9,23278,22122,1156,5,23476,22330,1146,4.9
"1744","32021",1959,1859,100,5.1,2094,2009,85,4.1,2114,1990,124,5.9,2048,1973,75,3.7,1967,1887,80,4.1
"1745","32023",16602,15680,922,5.6,17361,16423,938,5.4,17429,15645,1784,10.2,17116,16108,1008,5.9,17427,16431,996,5.7
"1746","32027",2564,2461,103,4,2616,2508,108,4.1,2569,2442,127,4.9,2594,2509,85,3.3,2475,2385,90,3.6
"1747","32029",1979,1895,84,4.2,2060,1979,81,3.9,2017,1843,174,8.6,2042,1952,90,4.4,2086,2003,83,4
"1748","32031",248220,239563,8657,3.5,255919,247198,8721,3.4,248708,228218,20490,8.2,251733,241420,10313,4.1,256072,247203,8869,3.5
"1749","32033",4552,4391,161,3.5,4684,4538,146,3.1,4557,4361,196,4.3,4588,4457,131,2.9,4468,4331,137,3.1
"1750","32510",25544,24382,1162,4.5,26262,25173,1089,4.1,25655,23423,2232,8.7,25331,24173,1158,4.6,25180,24181,999,4
"1751","33001",31577,30753,824,2.6,31858,31049,809,2.5,31092,28930,2162,7,31059,29946,1113,3.6,31110,30324,786,2.5
"1752","33003",23941,23313,628,2.6,24209,23590,619,2.6,23115,21341,1774,7.7,23217,22356,861,3.7,23355,22742,613,2.6
"1753","33005",41139,40059,1080,2.6,41075,39998,1077,2.6,39813,37360,2453,6.2,39506,38033,1473,3.7,39369,38308,1061,2.7
"1754","33007",14739,14251,488,3.3,14849,14374,475,3.2,14305,13172,1133,7.9,14349,13734,615,4.3,14420,13938,482,3.3
"1755","33009",49858,48780,1078,2.2,50039,48925,1114,2.2,48134,45316,2818,5.9,48466,46900,1566,3.2,48935,47799,1136,2.3
"1756","33011",240520,233979,6541,2.7,245015,238537,6478,2.6,241174,224360,16814,7,237396,229102,8294,3.5,241297,235077,6220,2.6
"1757","33013",83804,81880,1924,2.3,84575,82652,1923,2.3,82841,78027,4814,5.8,81529,78985,2544,3.1,82627,80740,1887,2.3
"1758","33015",187198,181850,5348,2.9,190348,185141,5207,2.7,186995,173837,13158,7,185310,179102,6208,3.4,188661,183774,4887,2.6
"1759","33017",74301,72541,1760,2.4,75191,73411,1780,2.4,73620,69004,4616,6.3,73061,70730,2331,3.2,74084,72366,1718,2.3
"1760","33019",23391,22878,513,2.2,23379,22840,539,2.3,23048,21800,1248,5.4,22970,22232,738,3.2,22816,22274,542,2.4
"1761","34001",123186,116150,7036,5.7,125970,119780,6190,4.9,124023,102850,21173,17.1,122443,110426,12017,9.8,122846,116536,6310,5.1
"1762","34003",493328,477030,16298,3.3,502296,488074,14222,2.8,495140,449744,45396,9.2,494034,462974,31060,6.3,504149,487246,16903,3.4
"1763","34005",236035,227445,8590,3.6,240757,233093,7664,3.2,239790,220858,18932,7.9,242415,228857,13558,5.6,247859,239613,8246,3.3
"1764","34007",259331,247693,11638,4.5,263859,253460,10399,3.9,265237,239598,25639,9.7,266980,248194,18786,7,270737,259883,10854,4
"1765","34009",47186,43315,3871,8.2,47723,44383,3340,7,45902,39611,6291,13.7,47274,42925,4349,9.2,47294,44225,3069,6.5
"1766","34011",66997,62807,4190,6.3,67906,64292,3614,5.3,68696,61577,7119,10.4,68933,63428,5505,8,69282,65773,3509,5.1
"1767","34013",379801,360864,18937,5,386078,369373,16705,4.3,388321,344710,43611,11.2,386907,354945,31962,8.3,388106,370619,17487,4.5
"1768","34015",153381,147109,6272,4.1,156454,150862,5592,3.6,157268,143282,13986,8.9,158400,148428,9972,6.3,161341,155427,5914,3.7
"1769","34017",369966,356140,13826,3.7,376142,364173,11969,3.2,373507,335570,37937,10.2,371485,345305,26180,7,377212,363531,13681,3.6
"1770","34019",66236,64179,2057,3.1,67447,65656,1791,2.7,65980,61425,4555,6.9,66538,63325,3213,4.8,68083,66102,1981,2.9
"1771","34021",206507,199278,7229,3.5,211808,205315,6493,3.1,211802,196545,15257,7.2,212695,201071,11624,5.5,216475,209584,6891,3.2
"1772","34023",449386,433574,15812,3.5,455419,441596,13823,3,447575,409642,37933,8.5,453523,426211,27312,6,462728,447235,15493,3.3
"1773","34025",336277,324335,11942,3.6,341346,330796,10550,3.1,337006,308222,28784,8.5,340808,320957,19851,5.8,347991,336497,11494,3.3
"1774","34027",263771,255475,8296,3.1,267808,260524,7284,2.7,261858,242323,19535,7.5,263377,249549,13828,5.3,268713,260558,8155,3
"1775","34029",281631,270013,11618,4.1,289325,279014,10311,3.6,289547,263207,26340,9.1,292423,274068,18355,6.3,298372,287322,11050,3.7
"1776","34031",248466,236218,12248,4.9,252808,242201,10607,4.2,253441,222723,30718,12.1,250793,229185,21608,8.6,252876,241305,11571,4.6
"1777","34033",29849,28269,1580,5.3,30428,28998,1430,4.7,30636,27807,2829,9.2,30533,28202,2331,7.6,30578,29170,1408,4.6
"1778","34035",176037,170209,5828,3.3,178462,173269,5193,2.9,174553,161515,13038,7.5,175699,166299,9400,5.4,179242,173670,5572,3.1
"1779","34037",75987,73100,2887,3.8,77360,74785,2575,3.3,76375,69482,6893,9,76360,71607,4753,6.2,77612,74747,2865,3.7
"1780","34039",284399,272612,11787,4.1,288808,278481,10327,3.6,286019,258755,27264,9.5,286173,266350,19823,6.9,289390,278184,11206,3.9
"1781","34041",57033,54899,2134,3.7,58064,56170,1894,3.3,57652,52942,4710,8.2,58320,54913,3407,5.8,58921,56887,2034,3.5
"1782","35001",330538,315673,14865,4.5,334206,319073,15133,4.5,327380,302607,24773,7.6,334317,312649,21668,6.5,336801,324606,12195,3.6
"1783","35003",1121,1050,71,6.3,1139,1066,73,6.4,1141,1061,80,7,1176,1098,78,6.6,1136,1078,58,5.1
"1784","35005",27248,25930,1318,4.8,27376,26022,1354,4.9,27511,25403,2108,7.7,27887,25847,2040,7.3,27668,26493,1175,4.2
"1785","35006",8961,8405,556,6.2,9008,8434,574,6.4,8935,8153,782,8.8,8761,7909,852,9.7,8170,7723,447,5.5
"1786","35007",5520,5251,269,4.9,5515,5254,261,4.7,5078,4736,342,6.7,5531,5181,350,6.3,5348,5140,208,3.9
"1787","35009",21686,20817,869,4,21693,20784,909,4.2,21840,20708,1132,5.2,22221,21064,1157,5.2,22286,21568,718,3.2
"1788","35011",768,734,34,4.4,791,757,34,4.3,693,661,32,4.6,688,651,37,5.4,731,706,25,3.4
"1789","35013",96870,91379,5491,5.7,98150,92470,5680,5.8,96552,89002,7550,7.8,98555,91732,6823,6.9,99532,95167,4365,4.4
"1790","35015",31676,30625,1051,3.3,34563,33474,1089,3.2,32941,30804,2137,6.5,31515,29423,2092,6.6,31434,30394,1040,3.3
"1791","35017",12341,11747,594,4.8,12236,11642,594,4.9,11732,10741,991,8.4,11468,10605,863,7.5,11572,11096,476,4.1
"1792","35019",1627,1538,89,5.5,1569,1485,84,5.4,1488,1393,95,6.4,1603,1485,118,7.4,1473,1391,82,5.6
"1793","35021",278,264,14,5,268,256,12,4.5,275,264,11,4,281,267,14,5,283,273,10,3.5
"1794","35023",2220,2136,84,3.8,2090,2000,90,4.3,1907,1802,105,5.5,1890,1782,108,5.7,1893,1829,64,3.4
"1795","35025",30099,28857,1242,4.1,31302,30032,1270,4.1,28946,25925,3021,10.4,28006,25266,2740,9.8,29083,27800,1283,4.4
"1796","35027",8749,8352,397,4.5,9021,8599,422,4.7,8648,7912,736,8.5,8783,8099,684,7.8,8833,8478,355,4
"1797","35028",9139,8829,310,3.4,9580,9269,311,3.2,9762,9416,346,3.5,10021,9698,323,3.2,10637,10405,232,2.2
"1798","35029",10182,8980,1202,11.8,10389,9107,1282,12.3,10134,8578,1556,15.4,10151,8601,1550,15.3,9832,8856,976,9.9
"1799","35031",23911,22220,1691,7.1,24250,22525,1725,7.1,23506,21205,2301,9.8,23326,21004,2322,10,22791,21495,1296,5.7
"1800","35033",2284,2146,138,6,2222,2086,136,6.1,2025,1870,155,7.7,1993,1861,132,6.6,1948,1841,107,5.5
"1801","35035",24776,23561,1215,4.9,24941,23684,1257,5,25123,23135,1988,7.9,25288,23553,1735,6.9,25252,24214,1038,4.1
"1802","35037",3224,3070,154,4.8,3222,3051,171,5.3,3024,2811,213,7,2951,2732,219,7.4,2969,2840,129,4.3
"1803","35039",16680,15815,865,5.2,16786,15885,901,5.4,16420,15162,1258,7.7,16503,15286,1217,7.4,16518,15800,718,4.3
"1804","35041",7854,7514,340,4.3,7874,7516,358,4.5,7798,7344,454,5.8,7866,7400,466,5.9,7930,7630,300,3.8
"1805","35043",65847,62604,3243,4.9,67201,63907,3294,4.9,66308,61035,5273,8,67714,63060,4654,6.9,68055,65476,2579,3.8
"1806","35045",52451,49438,3013,5.7,52067,49048,3019,5.8,49792,45122,4670,9.4,49233,45113,4120,8.4,49295,47017,2278,4.6
"1807","35047",10956,10310,646,5.9,10797,10163,634,5.9,10387,9582,805,7.8,10358,9566,792,7.6,10281,9773,508,4.9
"1808","35049",74430,71354,3076,4.1,73889,70858,3031,4.1,70745,65310,5435,7.7,72373,67706,4667,6.4,72319,69720,2599,3.6
"1809","35051",4107,3821,286,7,3925,3659,266,6.8,4052,3698,354,8.7,4099,3755,344,8.4,3957,3723,234,5.9
"1810","35053",6469,6129,340,5.3,6463,6081,382,5.9,6134,5724,410,6.7,6200,5788,412,6.6,6149,5885,264,4.3
"1811","35055",15057,14082,975,6.5,15233,14303,930,6.1,14630,13038,1592,10.9,14744,13393,1351,9.2,14779,14056,723,4.9
"1812","35057",5632,5204,428,7.6,5662,5273,389,6.9,5298,4825,473,8.9,5412,4970,442,8.2,5440,5147,293,5.4
"1813","35059",1789,1730,59,3.3,1860,1795,65,3.5,1623,1545,78,4.8,1566,1495,71,4.5,1562,1517,45,2.9
"1814","35061",30447,28797,1650,5.4,30811,29147,1664,5.4,30094,27780,2314,7.7,30904,28694,2210,7.2,31067,29734,1333,4.3
"1815","36001",161009,155092,5917,3.7,161257,155650,5607,3.5,159996,148962,11034,6.9,158446,151431,7015,4.4,159594,154764,4830,3
"1816","36003",19908,18802,1106,5.6,19720,18685,1035,5.2,19498,17990,1508,7.7,19246,18277,969,5,19108,18337,771,4
"1817","36005",626880,591303,35577,5.7,625009,591519,33490,5.4,613416,515459,97957,16,614171,529675,84496,13.8,603694,556635,47059,7.8
"1818","36007",85989,81836,4153,4.8,85468,81608,3860,4.5,83823,76847,6976,8.3,82480,78148,4332,5.3,82307,79201,3106,3.8
"1819","36009",34788,32949,1839,5.3,34524,32857,1667,4.8,33819,30741,3078,9.1,33268,31500,1768,5.3,32844,31521,1323,4
"1820","36011",36770,35143,1627,4.4,36739,35239,1500,4.1,36232,33483,2749,7.6,35634,33943,1691,4.7,35580,34363,1217,3.4
"1821","36013",55981,53187,2794,5,55549,53048,2501,4.5,54130,49517,4613,8.5,53569,50589,2980,5.6,53318,51257,2061,3.9
"1822","36015",36132,34475,1657,4.6,36025,34590,1435,4,36122,33083,3039,8.4,34998,33159,1839,5.3,34832,33560,1272,3.7
"1823","36017",22816,21763,1053,4.6,22449,21494,955,4.3,22243,20770,1473,6.6,22037,21065,972,4.4,21872,21156,716,3.3
"1824","36019",37069,35456,1613,4.4,37070,35523,1547,4.2,36298,33521,2777,7.7,35644,33981,1663,4.7,35418,34236,1182,3.3
"1825","36021",31948,30894,1054,3.3,31904,30927,977,3.1,31049,29203,1846,5.9,30597,29418,1179,3.9,30539,29703,836,2.7
"1826","36023",23357,22176,1181,5.1,23469,22375,1094,4.7,22908,21148,1760,7.7,22562,21418,1144,5.1,22719,21863,856,3.8
"1827","36025",19497,18560,937,4.8,19466,18591,875,4.5,19065,17739,1326,7,18827,17934,893,4.7,18575,17895,680,3.7
"1828","36027",146811,141441,5370,3.7,148361,143255,5106,3.4,145395,134736,10659,7.3,144326,137869,6457,4.5,145231,140788,4443,3.1
"1829","36029",451898,432100,19798,4.4,453060,434669,18391,4.1,447675,406773,40902,9.1,442602,418604,23998,5.4,444485,428562,15923,3.6
"1830","36031",17423,16587,836,4.8,17409,16626,783,4.5,16947,15615,1332,7.9,16858,16052,806,4.8,16501,15910,591,3.6
"1831","36033",20029,19008,1021,5.1,19977,19033,944,4.7,19555,18002,1553,7.9,19312,18389,923,4.8,18961,18282,679,3.6
"1832","36035",23312,22133,1179,5.1,23087,21977,1110,4.8,23030,21130,1900,8.3,22548,21299,1249,5.5,22433,21548,885,3.9
"1833","36037",30386,29131,1255,4.1,30452,29312,1140,3.7,29683,27585,2098,7.1,29599,28326,1273,4.3,29695,28769,926,3.1
"1834","36039",21068,20116,952,4.5,20722,19836,886,4.3,20683,19034,1649,8,20463,19439,1024,5,20288,19572,716,3.5
"1835","36041",2339,2180,159,6.8,2268,2139,129,5.7,2204,2035,169,7.7,2221,2120,101,4.5,2197,2103,94,4.3
"1836","36043",28407,27020,1387,4.9,28587,27247,1340,4.7,28133,25919,2214,7.9,27700,26088,1612,5.8,27354,26285,1069,3.9
"1837","36045",45466,42953,2513,5.5,44950,42556,2394,5.3,44340,40621,3719,8.4,44090,41842,2248,5.1,44238,42464,1774,4
"1838","36047",1255597,1202531,53066,4.2,1253899,1203056,50843,4.1,1202973,1053548,149425,12.4,1207802,1083270,124532,10.3,1208843,1137876,70967,5.9
"1839","36049",11877,11223,654,5.5,11860,11232,628,5.3,11673,10804,869,7.4,11634,11043,591,5.1,11669,11202,467,4
"1840","36051",31367,30022,1345,4.3,31434,30159,1275,4.1,30427,28352,2075,6.8,30136,28816,1320,4.4,30331,29334,997,3.3
"1841","36053",33378,31795,1583,4.7,33675,32232,1443,4.3,33134,30638,2496,7.5,32577,31083,1494,4.6,32900,31794,1106,3.4
"1842","36055",369981,354328,15653,4.2,370978,356235,14743,4,367856,337779,30077,8.2,363970,345113,18857,5.2,365242,352688,12554,3.4
"1843","36057",22919,21745,1174,5.1,22801,21693,1108,4.9,22571,20672,1899,8.4,22158,20905,1253,5.7,22317,21420,897,4
"1844","36059",722192,696991,25201,3.5,727960,704146,23814,3.3,714431,657096,57335,8,716363,684207,32156,4.5,729471,708503,20968,2.9
"1845","36061",955490,920452,35038,3.7,962490,928926,33564,3.5,897177,812003,85174,9.5,905061,835020,70041,7.7,919101,876980,42121,4.6
"1846","36063",101214,95963,5251,5.2,100946,96169,4777,4.7,99782,89737,10045,10.1,97760,92250,5510,5.6,98124,94379,3745,3.8
"1847","36065",103140,98587,4553,4.4,104026,99783,4243,4.1,103011,94976,8035,7.8,100877,95724,5153,5.1,100117,96564,3553,3.5
"1848","36067",224664,215744,8920,4,225593,217112,8481,3.8,225537,207481,18056,8,222326,211362,10964,4.9,224277,216902,7375,3.3
"1849","36069",56602,54397,2205,3.9,56871,54766,2105,3.7,56020,52127,3893,6.9,55530,53141,2389,4.3,55909,54201,1708,3.1
"1850","36071",187615,180371,7244,3.9,191721,184795,6926,3.6,187690,172718,14972,8,186835,178023,8812,4.7,190481,184393,6088,3.2
"1851","36073",17921,17041,880,4.9,17944,17134,810,4.5,17455,16050,1405,8,17149,16258,891,5.2,17176,16531,645,3.8
"1852","36075",53896,50975,2921,5.4,53933,51128,2805,5.2,53257,48666,4591,8.6,52429,49530,2899,5.5,52915,50779,2136,4
"1853","36077",28653,27416,1237,4.3,28593,27433,1160,4.1,27225,25341,1884,6.9,27092,25871,1221,4.5,27070,26137,933,3.4
"1854","36079",52203,50294,1909,3.7,52374,50523,1851,3.5,51502,47794,3708,7.2,51101,48961,2140,4.2,51546,50033,1513,2.9
"1855","36081",1193446,1150486,42960,3.6,1189965,1148834,41131,3.5,1143255,1001408,141847,12.4,1140951,1029434,111517,9.8,1141061,1081470,59591,5.2
"1856","36083",82980,79777,3203,3.9,83111,80119,2992,3.6,82398,76864,5534,6.7,81726,78127,3599,4.4,82323,79811,2512,3.1
"1857","36085",232824,223288,9536,4.1,234704,225697,9007,3.8,221735,198512,23223,10.5,223987,203967,20020,8.9,227068,214589,12479,5.5
"1858","36087",157867,152043,5824,3.7,159731,154304,5427,3.4,156756,144690,12066,7.7,156366,149461,6905,4.4,159361,154822,4539,2.8
"1859","36089",44332,41870,2462,5.6,44129,41781,2348,5.3,43955,40501,3454,7.9,43453,41208,2245,5.2,42939,41172,1767,4.1
"1860","36091",121747,117491,4256,3.5,122310,118367,3943,3.2,122095,114247,7848,6.4,120739,116123,4616,3.8,121807,118577,3230,2.7
"1861","36093",77847,74748,3099,4,78250,75383,2867,3.7,78680,72622,6058,7.7,77664,73829,3835,4.9,78021,75444,2577,3.3
"1862","36095",14945,14229,716,4.8,15017,14350,667,4.4,14867,13854,1013,6.8,14693,14017,676,4.6,14798,14264,534,3.6
"1863","36097",8407,7980,427,5.1,8264,7898,366,4.4,8228,7544,684,8.3,8149,7746,403,4.9,8051,7755,296,3.7
"1864","36099",16447,15818,629,3.8,16343,15744,599,3.7,15606,14388,1218,7.8,15198,14477,721,4.7,14852,14375,477,3.2
"1865","36101",43549,41418,2131,4.9,43539,41637,1902,4.4,42899,39530,3369,7.9,41909,39810,2099,5,41353,39856,1497,3.6
"1866","36103",793691,763450,30241,3.8,798396,770183,28213,3.5,783518,719988,63530,8.1,785251,749254,35997,4.6,800832,775848,24984,3.1
"1867","36105",36724,35228,1496,4.1,37496,36079,1417,3.8,36673,33602,3071,8.4,36594,34800,1794,4.9,37373,36153,1220,3.3
"1868","36107",23373,22360,1013,4.3,23218,22298,920,4,22658,20957,1701,7.5,22266,21274,992,4.5,22261,21546,715,3.2
"1869","36109",51122,49287,1835,3.6,50489,48733,1756,3.5,49802,46903,2899,5.8,49783,47908,1875,3.8,50077,48687,1390,2.8
"1870","36111",90217,86721,3496,3.9,89940,86710,3230,3.6,87931,81165,6766,7.7,87347,83249,4098,4.7,87617,84853,2764,3.2
"1871","36113",32221,30734,1487,4.6,31943,30545,1398,4.4,31553,28988,2565,8.1,31306,29763,1543,4.9,31288,30212,1076,3.4
"1872","36115",28554,27376,1178,4.1,28559,27450,1109,3.9,27737,25816,1921,6.9,27635,26356,1279,4.6,27552,26662,890,3.2
"1873","36117",44739,42900,1839,4.1,44990,43264,1726,3.8,43813,40696,3117,7.1,43290,41339,1951,4.5,43492,42101,1391,3.2
"1874","36119",492703,473717,18986,3.9,498184,480302,17882,3.6,488596,449454,39142,8,487910,464437,23473,4.8,496415,480910,15505,3.1
"1875","36121",18363,17520,843,4.6,18543,17767,776,4.2,18284,16964,1320,7.2,18053,17234,819,4.5,17510,16899,611,3.5
"1876","36123",12044,11593,451,3.7,12223,11788,435,3.6,11844,11103,741,6.3,11650,11200,450,3.9,11671,11328,343,2.9
"1877","37001",79653,76607,3046,3.8,81616,78525,3091,3.8,78765,73185,5580,7.1,81023,77064,3959,4.9,83174,80087,3087,3.7
"1878","37003",17677,17108,569,3.2,17790,17206,584,3.3,17091,15826,1265,7.4,17375,16630,745,4.3,18058,17481,577,3.2
"1879","37005",4249,4055,194,4.6,4346,4143,203,4.7,4097,3802,295,7.2,4226,4026,200,4.7,4531,4356,175,3.9
"1880","37007",10263,9800,463,4.5,10613,10177,436,4.1,10083,9323,760,7.5,10083,9439,644,6.4,10260,9813,447,4.4
"1881","37009",12511,12055,456,3.6,12742,12278,464,3.6,12218,11465,753,6.2,12591,12078,513,4.1,12919,12482,437,3.4
"1882","37011",7485,7208,277,3.7,7451,7178,273,3.7,7080,6640,440,6.2,7348,7049,299,4.1,7747,7495,252,3.3
"1883","37013",19387,18485,902,4.7,19361,18485,876,4.5,18803,17630,1173,6.2,19444,18485,959,4.9,19905,19120,785,3.9
"1884","37015",7720,7335,385,5,7733,7370,363,4.7,7363,6901,462,6.3,7155,6722,433,6.1,7162,6813,349,4.9
"1885","37017",14164,13408,756,5.3,14422,13745,677,4.7,14030,13029,1001,7.1,14220,13385,835,5.9,14529,13899,630,4.3
"1886","37019",52390,49590,2800,5.3,54088,51274,2814,5.2,51687,47208,4479,8.7,53997,50708,3289,6.1,57304,54636,2668,4.7
"1887","37021",136934,132780,4154,3,139343,135189,4154,3,133240,122360,10880,8.2,136559,130767,5792,4.2,141963,137753,4210,3
"1888","37023",40231,38756,1475,3.7,40375,38882,1493,3.7,38527,35796,2731,7.1,39477,37656,1821,4.6,40970,39563,1407,3.4
"1889","37025",105489,101628,3861,3.7,108878,105001,3877,3.6,106953,99692,7261,6.8,110300,105406,4894,4.4,116057,112128,3929,3.4
"1890","37027",35852,34454,1398,3.9,36034,34590,1444,4,34525,31838,2687,7.8,35257,33497,1760,5,36492,35189,1303,3.6
"1891","37029",4636,4461,175,3.8,4661,4485,176,3.8,4437,4195,242,5.5,4511,4326,185,4.1,4689,4511,178,3.8
"1892","37031",31414,30039,1375,4.4,31780,30482,1298,4.1,30267,28400,1867,6.2,31133,29818,1315,4.2,32247,31131,1116,3.5
"1893","37033",9682,9250,432,4.5,9764,9331,433,4.4,9372,8657,715,7.6,9408,8899,509,5.4,9633,9244,389,4
"1894","37035",77500,74727,2773,3.6,78073,75290,2783,3.6,75617,69671,5946,7.9,76846,73221,3625,4.7,79678,76941,2737,3.4
"1895","37037",34585,33402,1183,3.4,35857,34658,1199,3.3,34890,33056,1834,5.3,35672,34339,1333,3.7,37436,36279,1157,3.1
"1896","37039",11102,10600,502,4.5,11109,10618,491,4.4,10633,9802,831,7.8,10586,10045,541,5.1,11127,10680,447,4
"1897","37041",5501,5254,247,4.5,5493,5242,251,4.6,5289,4971,318,6,5488,5210,278,5.1,5813,5581,232,4
"1898","37043",4062,3883,179,4.4,4109,3925,184,4.5,3966,3676,290,7.3,3958,3757,201,5.1,4190,4023,167,4
"1899","37045",47182,45294,1888,4,48179,46291,1888,3.9,47015,43390,3625,7.7,47678,45125,2553,5.4,49133,47245,1888,3.8
"1900","37047",22036,20925,1111,5,22556,21453,1103,4.9,21890,20147,1743,8,22322,20918,1404,6.3,23653,22648,1005,4.2
"1901","37049",40908,39159,1749,4.3,41244,39590,1654,4,39747,37192,2555,6.4,40946,39000,1946,4.8,42137,40585,1552,3.7
"1902","37051",125708,119142,6566,5.2,126717,120305,6412,5.1,123440,112009,11431,9.3,125488,116860,8628,6.9,127747,121211,6536,5.1
"1903","37053",13788,13290,498,3.6,14186,13686,500,3.5,14025,13174,851,6.1,14240,13645,595,4.2,14714,14202,512,3.5
"1904","37055",19667,18651,1016,5.2,19875,18949,926,4.7,19065,17205,1860,9.8,19655,18487,1168,5.9,20014,19157,857,4.3
"1905","37057",79203,76268,2935,3.7,80286,77361,2925,3.6,77487,72119,5368,6.9,78821,75166,3655,4.6,81618,78764,2854,3.5
"1906","37059",20235,19531,704,3.5,20430,19742,688,3.4,19722,18414,1308,6.6,20062,19183,879,4.4,20811,20107,704,3.4
