"","county_fips","DEMOCRAT","REPUBLICAN","LIBERTARIAN","total_votes","Perc_Dem","Perc_Rep","Perc_Lib"
"601",17007,NA,10157,337,NA,NA,NA,NA
"602",17161,NA,20548,955,NA,NA,NA,NA
"603",17063,NA,11266,419,NA,NA,NA,NA
"604",17061,NA,3297,82,NA,NA,NA,NA
"605",17045,NA,4361,108,NA,NA,NA,NA
"606",17119,NA,51858,1883,NA,NA,NA,NA
"607",17131,NA,3945,228,NA,NA,NA,NA
"608",17081,NA,9163,222,NA,NA,NA,NA
"609",17077,NA,7693,287,NA,NA,NA,NA
"610",17065,NA,2502,52,NA,NA,NA,NA
"611",17159,NA,4608,135,NA,NA,NA,NA
"612",17129,NA,3469,160,NA,NA,NA,NA
"613",17169,NA,2027,88,NA,NA,NA,NA
"614",17033,NA,5100,158,NA,NA,NA,NA
"615",17127,NA,3474,71,NA,NA,NA,NA
"616",17069,NA,1220,28,NA,NA,NA,NA
"617",17001,NA,18341,351,NA,NA,NA,NA
"618",17055,NA,9545,228,NA,NA,NA,NA
"619",17087,NA,3690,71,NA,NA,NA,NA
"620",17155,NA,1464,48,NA,NA,NA,NA
"621",17157,NA,7611,189,NA,NA,NA,NA
"622",17025,NA,4554,101,NA,NA,NA,NA
"623",17093,NA,21294,820,NA,NA,NA,NA
"624",17047,NA,2280,55,NA,NA,NA,NA
"625",17145,NA,5205,121,NA,NA,NA,NA
"626",17181,NA,4514,132,NA,NA,NA,NA
"627",17095,NA,9130,364,NA,NA,NA,NA
"628",17203,NA,11808,313,NA,NA,NA,NA
"629",17059,NA,1373,39,NA,NA,NA,NA
"630",17049,NA,12409,243,NA,NA,NA,NA
"631",17099,NA,20804,698,NA,NA,NA,NA
"632",17171,NA,1588,30,NA,NA,NA,NA
"633",17071,NA,1813,76,NA,NA,NA,NA
"634",17111,NA,57974,2321,NA,NA,NA,NA
"635",17113,NA,31353,1286,NA,NA,NA,NA
"636",17073,NA,11833,389,NA,NA,NA,NA
"637",17149,NA,4611,105,NA,NA,NA,NA
"638",17101,NA,3745,102,NA,NA,NA,NA
"639",17163,NA,39335,1633,NA,NA,NA,NA
"640",17051,NA,6190,137,NA,NA,NA,NA
"641",17197,NA,107581,3551,NA,NA,NA,NA
"642",17079,NA,3645,70,NA,NA,NA,NA
"643",17115,NA,20042,627,NA,NA,NA,NA
"644",17121,NA,9272,219,NA,NA,NA,NA
"645",17031,NA,341447,20282,NA,NA,NA,NA
"646",17201,NA,42972,1646,NA,NA,NA,NA
"647",17191,NA,5610,99,NA,NA,NA,NA
"648",17035,NA,3607,79,NA,NA,NA,NA
"649",17133,NA,10240,233,NA,NA,NA,NA
"650",17043,NA,141316,5814,NA,NA,NA,NA
"651",17143,NA,27071,1074,NA,NA,NA,NA
"652",17019,NA,25791,1247,NA,NA,NA,NA
"653",17137,NA,7120,251,NA,NA,NA,NA
"654",17037,NA,16063,747,NA,NA,NA,NA
"655",17097,NA,87529,3295,NA,NA,NA,NA
"656",18001,1841,6914,195,8950,20.5698324022346,77.2513966480447,2.17877094972067
"657",18003,39913,59128,2612,101653,39.26396663158,58.1665076288944,2.56952573952564
"658",18005,7623,13827,1033,22483,33.9056175777254,61.4997998487746,4.59458257349998
"659",18007,469,1938,60,2467,19.0109444669639,78.5569517632752,2.43210376976084
"660",18009,740,2500,154,3394,21.8031820860342,73.6593989393047,4.53741897466117
"661",18011,9159,14178,1452,24789,36.9478397676389,57.1947234660535,5.85743676630764
"662",18013,2113,3796,429,6338,33.3385926159672,59.8927106342695,6.76869674976333
"663",18015,1267,4644,270,6181,20.4983012457531,75.1334735479696,4.3682252062773
"664",18017,2081,6250,257,8588,24.2314857941313,72.7759664648347,2.992547741034
"665",18019,13061,22389,949,36399,35.8828539245584,61.5099315915272,2.60721448391439
"666",18021,1507,5885,250,7642,19.7199685946087,77.0086364825962,3.27139492279508
"667",18023,1606,5362,324,7292,22.0241360394953,73.5326385079539,4.44322545255074
"668",18025,983,2630,91,3704,26.5388768898488,71.0043196544276,2.45680345572354
"669",18027,1059,5754,168,6981,15.1697464546627,82.4237215298668,2.40653201547056
"670",18029,2628,11309,312,14249,18.4433995368096,79.3669731209208,2.18962734226963
"671",18031,1381,6184,482,8047,17.1616751584441,76.8485149745247,5.98980986703119
"672",18033,2773,8584,371,11728,23.6442701227831,73.1923601637108,3.16336971350614
"673",18035,11867,17162,1049,30078,39.454086042955,57.058315047543,3.48759890950196
"674",18037,3502,9906,304,13712,25.5396732788798,72.2432905484247,2.21703617269545
"675",18039,12635,30852,1005,44492,28.3983637507867,69.3428032005754,2.25883304863796
