ID,Name,State,avg_temp,anomaly_1901-2000,Rank,Mean_1901-2000,fips,
AL-001,Autauga County,Alabama,65.7,1.8,121,63.9,1001,
AL-003,Baldwin County,Alabama,68.3,1.5,121,66.8,1003,
AL-005,Barbour County,Alabama,66,1.2,121,64.8,1005,
AL-007,Bibb County,Alabama,63.9,1.1,118,62.7,1007,
AL-009,Blount County,Alabama,62.6,2,120,60.6,1009,
AL-011,Bullock County,Alabama,65.6,1.5,121,64.1,1011,
AL-013,Butler County,Alabama,66.4,1.8,122,64.6,1013,
AL-015,Calhoun County,Alabama,62.9,2,120,60.9,1015,
AL-017,Chambers County,Alabama,63,1.5,121,61.5,1017,
AL-019,Cherokee County,Alabama,62.2,1.6,121,60.6,1019,
AL-021,Chilton County,Alabama,64,1.3,119,62.7,1021,
AL-023,Choctaw County,Alabama,65.9,1.4,120,64.5,1023,
AL-025,Clarke County,Alabama,66.5,1.6,121,64.9,1025,
AL-027,Clay County,Alabama,62.2,1.6,120,60.7,1027,
AL-029,Cleburne County,Alabama,62.1,2.2,121,59.9,1029,
AL-031,Coffee County,Alabama,66.9,1.5,122,65.4,1031,
AL-033,Colbert County,Alabama,61.6,1.6,121,59.9,1033,
AL-035,Conecuh County,Alabama,67.1,1.7,121,65.4,1035,
AL-037,Coosa County,Alabama,63.6,1.3,120,62.3,1037,
AL-039,Covington County,Alabama,67,1.5,121,65.6,1039,
AL-041,Crenshaw County,Alabama,66,1.6,121,64.4,1041,
AL-043,Cullman County,Alabama,62,1.7,121,60.3,1043,
AL-045,Dale County,Alabama,67,1.4,120,65.7,1045,
AL-047,Dallas County,Alabama,66,1.7,121,64.3,1047,
AL-049,DeKalb County,Alabama,60.4,1.2,118,59.3,1049,
AL-051,Elmore County,Alabama,65.4,1.7,122,63.7,1051,
AL-053,Escambia County,Alabama,67.6,1.6,121,66,1053,
AL-055,Etowah County,Alabama,62.6,1.7,121,60.8,1055,
AL-057,Fayette County,Alabama,63.3,1.3,119,62,1057,
AL-059,Franklin County,Alabama,61.3,1.4,121,59.9,1059,
AL-061,Geneva County,Alabama,67.6,1.5,122,66.1,1061,
AL-063,Greene County,Alabama,64.6,0.8,107,63.8,1063,
AL-065,Hale County,Alabama,64.5,0.8,109,63.7,1065,
AL-067,Henry County,Alabama,67.1,1.4,121,65.7,1067,
AL-069,Houston County,Alabama,68,1.5,122,66.5,1069,
AL-071,Jackson County,Alabama,60.6,1.2,119,59.4,1071,
AL-073,Jefferson County,Alabama,63.5,1.7,120,61.8,1073,
AL-075,Lamar County,Alabama,63.4,1.4,118,62.1,1075,
AL-077,Lauderdale County,Alabama,61.1,1.6,121,59.5,1077,
AL-079,Lawrence County,Alabama,61.1,1,119,60.1,1079,
AL-081,Lee County,Alabama,64.2,1.2,121,63,1081,
AL-083,Limestone County,Alabama,61.2,1.3,121,59.9,1083,
AL-085,Lowndes County,Alabama,66.5,2,121,64.6,1085,
AL-087,Macon County,Alabama,65.4,1.3,122,64,1087,
AL-089,Madison County,Alabama,61.3,1.3,120,59.9,1089,
AL-091,Marengo County,Alabama,65.4,1.1,120,64.3,1091,
AL-093,Marion County,Alabama,62,1.2,120,60.8,1093,
AL-095,Marshall County,Alabama,61.9,1.5,120,60.3,1095,
AL-097,Mobile County,Alabama,68.1,1.7,121,66.4,1097,
AL-099,Monroe County,Alabama,67.2,2.1,122,65.1,1099,
AL-101,Montgomery County,Alabama,66.5,2.1,122,64.4,1101,
AL-103,Morgan County,Alabama,61.7,1.4,120,60.2,1103,
AL-105,Perry County,Alabama,64.8,1.2,120,63.6,1105,
AL-107,Pickens County,Alabama,64.3,1.2,118,63.1,1107,
AL-109,Pike County,Alabama,65.9,1.3,120,64.6,1109,
AL-111,Randolph County,Alabama,62.3,1.8,120,60.5,1111,
AL-113,Russell County,Alabama,65.3,1.1,121,64.2,1113,
AL-115,St. Clair County,Alabama,63,1.9,120,61.1,1115,
AL-117,Shelby County,Alabama,63.5,1.5,118,62,1117,
AL-119,Sumter County,Alabama,65.1,1.1,120,64,1119,
AL-121,Talladega County,Alabama,63.3,1.6,120,61.8,1121,
AL-123,Tallapoosa County,Alabama,63.4,1.3,119,62.1,1123,
AL-125,Tuscaloosa County,Alabama,64.1,1,116,63,1125,
AL-127,Walker County,Alabama,62.9,1.3,118,61.6,1127,
AL-129,Washington County,Alabama,66.7,1.4,121,65.4,1129,
AL-131,Wilcox County,Alabama,66.4,1.7,121,64.7,1131,
AL-133,Winston County,Alabama,61.2,1,119,60.2,1133,
AZ-001,Apache County,Arizona,51.9,2.2,122,49.7,2013,
AZ-003,Cochise County,Arizona,62.6,2.3,122,60.3,2016,
AZ-005,Coconino County,Arizona,54.5,2.8,125,51.7,2020,
AZ-007,Gila County,Arizona,61.5,3,123,58.5,2050,
AZ-009,Graham County,Arizona,62.7,2.5,124,60.2,2060,
AZ-011,Greenlee County,Arizona,58.4,2.7,125,55.7,2068,
AZ-012,La Paz County,Arizona,72.9,2.7,122,70.3,2070,
AZ-013,Maricopa County,Arizona,72.2,3.1,122,69.1,2090,
AZ-015,Mohave County,Arizona,64,2.6,123,61.4,2100,
AZ-017,Navajo County,Arizona,53.6,2.4,122,51.1,2105,
AZ-019,Pima County,Arizona,69.2,2.7,122,66.5,2110,
AZ-021,Pinal County,Arizona,70.3,2.7,123,67.6,2122,
AZ-023,Santa Cruz County,Arizona,62,2.1,122,59.9,2130,
AZ-025,Yavapai County,Arizona,61.1,2.9,125,58.2,2150,
AZ-027,Yuma County,Arizona,73.8,3,121,70.8,2158,
AR-001,Arkansas County,Arkansas,63.1,1,113,62.1,2164,
AR-003,Ashley County,Arkansas,64.7,1.6,120,63.1,2170,
AR-005,Baxter County,Arkansas,58,0.9,110,57.1,2180,
AR-007,Benton County,Arkansas,58.4,1.1,116,57.3,2185,
AR-009,Boone County,Arkansas,57.7,0.9,109,56.8,2188,
AR-011,Bradley County,Arkansas,64,1.4,120,62.7,2195,
AR-013,Calhoun County,Arkansas,63.4,0.6,106,62.7,2198,
AR-015,Carroll County,Arkansas,57.7,0.8,105,56.9,2220,
AR-017,Chicot County,Arkansas,64.4,0.9,113,63.5,2230,
AR-019,Clark County,Arkansas,62.6,0.5,83,62.1,2240,
AR-021,Clay County,Arkansas,59.6,0.9,112,58.7,2261,
AR-023,Cleburne County,Arkansas,59.7,0.8,105,58.8,2270,
AR-025,Cleveland County,Arkansas,62.8,0.5,93,62.3,2275,
AR-027,Columbia County,Arkansas,63.7,0.4,77,63.3,2282,
AR-029,Conway County,Arkansas,60.8,0.7,97,60.2,2290,
AR-031,Craighead County,Arkansas,60.5,1,112,59.4,4001,
AR-033,Crawford County,Arkansas,60.2,0.9,104,59.3,4003,
AR-035,Crittenden County,Arkansas,62.3,1,112,61.2,4005,
AR-037,Cross County,Arkansas,61.5,0.8,97,60.8,4007,
AR-039,Dallas County,Arkansas,62.5,0.2,70,62.2,4009,
AR-041,Desha County,Arkansas,63.5,0.7,107,62.7,4011,
AR-043,Drew County,Arkansas,63.8,1.1,117,62.7,4012,
AR-045,Faulkner County,Arkansas,61,0.5,84,60.5,4013,
AR-047,Franklin County,Arkansas,60,0.7,105,59.2,4015,
AR-049,Fulton County,Arkansas,58.1,1.6,119,56.5,4017,
AR-051,Garland County,Arkansas,61.6,0.9,108,60.8,4019,
AR-053,Grant County,Arkansas,62.3,0.3,68,62.1,4021,
AR-055,Greene County,Arkansas,59.9,0.9,113,59,4023,
AR-057,Hempstead County,Arkansas,62.9,0.3,76,62.5,4025,
AR-059,Hot Spring County,Arkansas,62.2,0.5,89,61.7,4027,
AR-061,Howard County,Arkansas,61.9,0.6,94,61.3,5001,
AR-063,Independence County,Arkansas,59.6,0.8,103,58.7,5003,
AR-065,Izard County,Arkansas,58.2,0.7,98,57.4,5005,
AR-067,Jackson County,Arkansas,60.3,0.8,95,59.5,5007,
AR-069,Jefferson County,Arkansas,62.6,0.4,83,62.1,5009,
AR-071,Johnson County,Arkansas,59.3,0.7,103,58.6,5011,
AR-073,Lafayette County,Arkansas,64.2,0.7,106,63.5,5013,
AR-075,Lawrence County,Arkansas,59.6,0.9,112,58.7,5015,
AR-077,Lee County,Arkansas,62.6,1.1,114,61.5,5017,
AR-079,Lincoln County,Arkansas,63.2,0.8,107,62.4,5019,
AR-081,Little River County,Arkansas,63.7,1.1,119,62.6,5021,
AR-083,Logan County,Arkansas,60.8,0.6,98,60.1,5023,
AR-085,Lonoke County,Arkansas,62.1,0.6,94,61.5,5025,
AR-087,Madison County,Arkansas,57.3,0.9,107,56.4,5027,
AR-089,Marion County,Arkansas,57.9,0.8,109,57.1,5029,
AR-091,Miller County,Arkansas,64.4,0.9,113,63.5,5031,
AR-093,Mississippi County,Arkansas,61.2,1.1,114,60.1,5033,
AR-095,Monroe County,Arkansas,62.7,1,117,61.6,5035,
AR-097,Montgomery County,Arkansas,61.1,1,116,60.1,5037,
AR-099,Nevada County,Arkansas,62.9,0.2,66,62.7,5039,
AR-101,Newton County,Arkansas,57.1,0.7,107,56.4,5041,
AR-103,Ouachita County,Arkansas,63,0,60,63,5043,
AR-105,Perry County,Arkansas,61.4,0.7,101,60.8,5045,
AR-107,Phillips County,Arkansas,63,1.1,115,61.9,5047,
AR-109,Pike County,Arkansas,61.6,0.5,83,61.2,5049,
AR-111,Poinsett County,Arkansas,61,0.9,107,60.1,5051,
AR-113,Polk County,Arkansas,60.3,1,115,59.3,5053,
AR-115,Pope County,Arkansas,59.7,0.6,97,59.1,5055,
AR-117,Prairie County,Arkansas,62.3,0.7,104,61.5,5057,
AR-119,Pulaski County,Arkansas,61.8,0.4,74,61.4,5059,
AR-121,Randolph County,Arkansas,59.1,1.1,116,58,5061,
AR-123,St. Francis County,Arkansas,62.2,0.9,108,61.2,5063,
AR-125,Saline County,Arkansas,61.7,0.5,88,61.2,5065,
AR-127,Scott County,Arkansas,60.6,0.9,106,59.7,5067,
AR-129,Searcy County,Arkansas,57.7,0.6,101,57,5069,
AR-131,Sebastian County,Arkansas,61.4,1,112,60.3,5071,
AR-133,Sevier County,Arkansas,62.8,1.1,119,61.7,5073,
AR-135,Sharp County,Arkansas,58.6,1.1,115,57.4,5075,
AR-137,Stone County,Arkansas,58.3,0.6,93,57.6,5077,
AR-139,Union County,Arkansas,64.3,1,119,63.2,5079,
AR-141,Van Buren County,Arkansas,58.8,0.6,96,58.2,5081,
AR-143,Washington County,Arkansas,58.2,0.9,108,57.3,5083,
AR-145,White County,Arkansas,61.2,0.9,108,60.3,5085,
AR-147,Woodruff County,Arkansas,61.4,0.6,93,60.8,5087,
AR-149,Yell County,Arkansas,61.2,0.7,102,60.5,5089,
CA-001,Alameda County,California,60.5,2.6,123,57.9,5091,
CA-003,Alpine County,California,45.6,2.3,123,43.3,5093,
CA-005,Amador County,California,59.6,2.4,123,57.2,5095,
CA-007,Butte County,California,61.5,2.7,125,58.8,5097,
CA-009,Calaveras County,California,60,2.4,124,57.6,5099,
CA-011,Colusa County,California,62.9,2.5,123,60.4,5101,
CA-013,Contra Costa County,California,61.6,2.8,124,58.8,5103,
CA-015,Del Norte County,California,53,2.3,121,50.8,5105,
CA-017,El Dorado County,California,55.5,2.2,124,53.3,5107,
CA-019,Fresno County,California,57.2,2.8,122,54.4,5109,
CA-021,Glenn County,California,61.7,2.4,124,59.3,5111,
CA-023,Humboldt County,California,55,2.1,121,52.9,5113,
CA-025,Imperial County,California,75.1,3,121,72.2,5115,
CA-027,Inyo County,California,62.2,2.7,122,59.5,5117,
CA-029,Kern County,California,63.2,2.8,121,60.5,5119,
CA-031,Kings County,California,65.2,2.7,122,62.5,5121,
CA-033,Lake County,California,58.7,2.4,123,56.3,5123,
CA-035,Lassen County,California,48.3,2.3,121,46.1,5125,
CA-037,Los Angeles County,California,63.1,3.3,120,59.8,5127,
CA-039,Madera County,California,57.6,2.5,122,55.1,5129,
CA-041,Marin County,California,57.3,2.5,123,54.8,5131,
CA-043,Mariposa County,California,56.8,2.3,122,54.5,5133,
CA-045,Mendocino County,California,56.8,1.9,123,54.8,5135,
CA-047,Merced County,California,63.4,2.4,120,61,5137,
CA-049,Modoc County,California,48.4,2.9,123,45.5,5139,
CA-051,Mono County,California,45.8,2.6,122,43.2,5141,
CA-053,Monterey County,California,59.9,2.7,122,57.2,5143,
CA-055,Napa County,California,60.9,2.7,123,58.2,5145,
CA-057,Nevada County,California,53.8,2.1,123,51.7,5147,
CA-059,Orange County,California,65.4,3.1,120,62.3,5149,
CA-061,Placer County,California,55.2,2.1,124,53,6001,
CA-063,Plumas County,California,48.7,1.9,122,46.8,6003,
CA-065,Riverside County,California,69.8,3.1,123,66.7,6005,
CA-067,Sacramento County,California,63.5,2.4,123,61.1,6007,
CA-069,San Benito County,California,60.3,2.9,122,57.4,6009,
CA-071,San Bernardino County,California,67.9,2.9,122,65,6011,
CA-073,San Diego County,California,64.3,3.1,122,61.2,6013,
CA-075,San Francisco County,California,58.2,2.4,121,55.7,6015,
CA-077,San Joaquin County,California,63.7,2.9,125,60.7,6017,
CA-079,San Luis Obispo County,California,61,3,122,58,6019,
CA-081,San Mateo County,California,58.1,2.7,121,55.3,6021,
CA-083,Santa Barbara County,California,59.9,3.3,121,56.6,6023,
CA-085,Santa Clara County,California,59.7,2.9,123,56.8,6025,
CA-087,Santa Cruz County,California,58.7,3.1,121,55.6,6027,
CA-089,Shasta County,California,56.8,2.5,123,54.3,6029,
CA-091,Sierra County,California,48.6,2.2,122,46.4,6031,
CA-093,Siskiyou County,California,50.4,2.6,122,47.8,6033,
CA-095,Solano County,California,62.2,2.5,123,59.7,6035,
CA-097,Sonoma County,California,58.4,2.4,123,56.1,6037,
CA-099,Stanislaus County,California,62.9,2.6,123,60.3,6039,
CA-101,Sutter County,California,64.2,2.4,122,61.8,6041,
CA-103,Tehama County,California,60.3,2.4,124,57.9,6043,
CA-105,Trinity County,California,54,2.5,122,51.5,6045,
CA-107,Tulare County,California,55.7,2.5,121,53.2,6047,
CA-109,Tuolumne County,California,51.8,2.2,123,49.6,6049,
CA-111,Ventura County,California,59.3,3.4,120,55.9,6051,
CA-113,Yolo County,California,63.1,2.2,122,60.9,6053,
CA-115,Yuba County,California,62.3,2.4,124,59.8,6055,
CO-001,Adams County,Colorado,50.5,2.1,124,48.4,6057,
CO-003,Alamosa County,Colorado,44.5,2.7,124,41.8,6059,
CO-005,Arapahoe County,Colorado,50,1.9,125,48.2,6061,
CO-007,Archuleta County,Colorado,45.3,2.8,125,42.5,6063,
CO-009,Baca County,Colorado,54.1,1,96,53.1,6065,
CO-011,Bent County,Colorado,54.5,1.9,117,52.6,6067,
CO-013,Boulder County,Colorado,45.8,2,123,43.8,6069,
CO-014,Broomfield County,Colorado,51.5,2,121,49.6,6071,
CO-015,Chaffee County,Colorado,39.1,1.7,120,37.4,6073,
CO-017,Cheyenne County,Colorado,52,1.6,110,50.4,6075,
CO-019,Clear Creek County,Colorado,38.5,2.1,121,36.4,6077,
CO-021,Conejos County,Colorado,41.9,2.6,124,39.3,6079,
CO-023,Costilla County,Colorado,43.8,2.9,125,40.9,6081,
CO-025,Crowley County,Colorado,52.9,2.2,118,50.8,6083,
CO-027,Custer County,Colorado,42.8,2.1,124,40.6,6085,
CO-029,Delta County,Colorado,48.3,3.4,124,44.9,6087,
CO-031,Denver County,Colorado,51.6,2.1,122,49.6,6089,
CO-033,Dolores County,Colorado,44.9,3.2,125,41.7,6091,
CO-035,Douglas County,Colorado,47.8,1.5,118,46.4,6093,
CO-037,Eagle County,Colorado,40.7,2.2,124,38.4,6095,
CO-039,Elbert County,Colorado,48.6,2,123,46.7,6097,
CO-041,El Paso County,Colorado,49.1,2.1,124,47,6099,
CO-043,Fremont County,Colorado,46.4,1.5,120,44.9,6101,
CO-045,Garfield County,Colorado,44.8,2.8,124,42,6103,
CO-047,Gilpin County,Colorado,40.5,1.9,124,38.6,6105,
CO-049,Grand County,Colorado,38.5,2.2,122,36.2,6107,
CO-051,Gunnison County,Colorado,39.5,2.4,123,37,6109,
CO-053,Hinsdale County,Colorado,37.8,3.5,125,34.3,6111,
CO-055,Huerfano County,Colorado,48.4,2.4,124,46,6113,
CO-057,Jackson County,Colorado,37.7,2.2,119,35.6,6115,
CO-059,Jefferson County,Colorado,47,1.5,115,45.5,8001,
CO-061,Kiowa County,Colorado,53,1.4,109,51.6,8003,
CO-063,Kit Carson County,Colorado,51.9,2,120,49.9,8005,
CO-065,Lake County,Colorado,35.6,1.9,121,33.8,8007,
CO-067,La Plata County,Colorado,46.5,3.1,123,43.4,8009,
CO-069,Larimer County,Colorado,43.3,2.4,121,40.8,8011,
CO-071,Las Animas County,Colorado,52.3,2,121,50.3,8013,
CO-073,Lincoln County,Colorado,50.7,1.9,123,48.8,8014,
CO-075,Logan County,Colorado,50.4,1.6,110,48.8,8015,
CO-077,Mesa County,Colorado,49,3.5,125,45.5,8017,
CO-079,Mineral County,Colorado,38.4,3.1,125,35.3,8019,
CO-081,Moffat County,Colorado,45.2,2.9,122,42.3,8021,
CO-083,Montezuma County,Colorado,50.2,2.9,125,47.3,8023,
CO-085,Montrose County,Colorado,49.2,3.6,125,45.6,8025,
CO-087,Morgan County,Colorado,50.6,2.8,121,47.8,8027,
CO-089,Otero County,Colorado,54.3,2,118,52.3,8029,
CO-091,Ouray County,Colorado,43.2,3.6,124,39.6,8031,
CO-093,Park County,Colorado,39.2,1.6,120,37.7,8033,
CO-095,Phillips County,Colorado,50.5,1.6,110,48.9,8035,
CO-097,Pitkin County,Colorado,39.2,2.4,124,36.8,8037,
CO-099,Prowers County,Colorado,54.2,1.2,105,53,8039,
CO-101,Pueblo County,Colorado,53.4,2.1,121,51.3,8041,
CO-103,Rio Blanco County,Colorado,45.6,3,123,42.6,8043,
CO-105,Rio Grande County,Colorado,41.6,3.2,125,38.4,8045,
CO-107,Routt County,Colorado,41.1,2.6,123,38.4,8047,
CO-109,Saguache County,Colorado,40.5,2.1,124,38.4,8049,
CO-111,San Juan County,Colorado,36.9,3.6,125,33.3,8051,
CO-113,San Miguel County,Colorado,46.4,3.4,125,43,8053,
CO-115,Sedgwick County,Colorado,50.2,1.2,102,49,8055,
CO-117,Summit County,Colorado,37,2.3,124,34.7,8057,
CO-119,Teller County,Colorado,41.2,1.6,121,39.6,8059,
CO-121,Washington County,Colorado,50.7,2.1,116,48.6,8061,
CO-123,Weld County,Colorado,49.4,2,111,47.4,8063,
CO-125,Yuma County,Colorado,51.7,2,111,49.7,8065,
CT-001,Fairfield County,Connecticut,52.2,3,121,49.2,8067,
CT-003,Hartford County,Connecticut,50.9,2.6,120,48.3,8069,
CT-005,Litchfield County,Connecticut,48.4,2.5,117,46,8071,
CT-007,Middlesex County,Connecticut,51.6,2.7,121,48.8,8073,
CT-009,New Haven County,Connecticut,51.6,2.7,121,48.9,8075,
CT-011,New London County,Connecticut,51.6,3,121,48.6,8077,
CT-013,Tolland County,Connecticut,50.1,2.8,121,47.4,8079,
CT-015,Windham County,Connecticut,50.3,2.7,121,47.5,8081,
DE-001,Kent County,Delaware,57,3.1,121,54,8083,
DE-003,New Castle County,Delaware,56,2.7,121,53.2,8085,
DE-005,Sussex County,Delaware,58.1,3.4,121,54.7,8087,
FL-001,Alachua County,Florida,70.8,2.1,121,68.7,8089,
FL-003,Baker County,Florida,69.4,2,120,67.4,8091,
FL-005,Bay County,Florida,69.7,2.3,121,67.4,8093,
FL-007,Bradford County,Florida,70.3,2.1,121,68.2,8095,
FL-009,Brevard County,Florida,74,2.4,121,71.6,8097,
FL-011,Broward County,Florida,76.9,2.9,121,74,8099,
FL-013,Calhoun County,Florida,69.1,2.3,122,66.8,8101,
FL-015,Charlotte County,Florida,75.4,2.6,122,72.8,8103,
FL-017,Citrus County,Florida,72.4,2.7,121,69.7,8105,
FL-019,Clay County,Florida,71,2.7,121,68.3,8107,
FL-021,Collier County,Florida,76.2,2.3,121,73.9,8109,
FL-023,Columbia County,Florida,69.2,1.6,120,67.5,8111,
FL-027,DeSoto County,Florida,74.4,2.4,121,72,8113,
FL-029,Dixie County,Florida,70.5,2.4,121,68.1,8115,
FL-031,Duval County,Florida,70.8,2.8,121,67.9,8117,
FL-033,Escambia County,Florida,68.5,1.5,121,67,8119,
FL-035,Flagler County,Florida,72.5,3.1,121,69.4,8121,
FL-037,Franklin County,Florida,69.9,2.2,121,67.7,8123,
FL-039,Gadsden County,Florida,68.7,1.9,120,66.7,8125,
FL-041,Gilchrist County,Florida,70.4,2.3,122,68.1,9001,
FL-043,Glades County,Florida,75.1,2.6,122,72.5,9003,
FL-045,Gulf County,Florida,69.8,2.5,122,67.3,9005,
FL-047,Hamilton County,Florida,68.6,1.5,120,67.1,9007,
FL-049,Hardee County,Florida,74.2,2.7,121,71.6,9009,
FL-051,Hendry County,Florida,75.6,2.5,122,73.1,9011,
FL-053,Hernando County,Florida,73.1,3.1,121,70,9013,
FL-055,Highlands County,Florida,74.5,2.6,123,71.9,9015,
FL-057,Hillsborough County,Florida,74.4,3.2,121,71.2,10001,
FL-059,Holmes County,Florida,68,1.6,122,66.4,10003,
FL-061,Indian River County,Florida,74.4,2.7,123,71.7,10005,
FL-063,Jackson County,Florida,68.7,1.7,123,67,11001,
FL-065,Jefferson County,Florida,69.2,2.2,122,67,11001,
FL-067,Lafayette County,Florida,69.7,2.2,121,67.6,12001,
FL-069,Lake County,Florida,73.4,3,121,70.3,12003,
FL-071,Lee County,Florida,76,2.6,121,73.4,12005,
FL-073,Leon County,Florida,69,2,120,67,12007,
FL-075,Levy County,Florida,71.6,2.9,121,68.7,12009,
FL-077,Liberty County,Florida,69.3,2.3,122,67,12011,
FL-079,Madison County,Florida,69,2.1,121,66.9,12013,
FL-081,Manatee County,Florida,74.2,2.6,121,71.6,12015,
FL-083,Marion County,Florida,72,2.6,121,69.4,12017,
FL-085,Martin County,Florida,76.2,3.4,123,72.8,12019,
FL-086,Miami-Dade County,Florida,77.4,3.2,121,74.3,12021,
FL-087,Monroe County,Florida,77.8,3,121,74.9,12023,
FL-089,Nassau County,Florida,70,2.6,122,67.3,12027,
FL-091,Okaloosa County,Florida,68.3,1.7,121,66.6,12029,
FL-093,Okeechobee County,Florida,74.8,2.8,123,72,12031,
FL-095,Orange County,Florida,74.1,2.8,121,71.3,12033,
FL-097,Osceola County,Florida,74.4,2.8,121,71.6,12035,
FL-099,Palm Beach County,Florida,76.5,3.1,123,73.4,12037,
FL-101,Pasco County,Florida,73.6,3.2,121,70.4,12039,
FL-103,Pinellas County,Florida,74.8,2.9,121,71.9,12041,
FL-105,Polk County,Florida,74.4,2.9,121,71.5,12043,
FL-107,Putnam County,Florida,71.9,2.8,121,69.1,12045,
FL-109,St. Johns County,Florida,71.9,3.2,121,68.7,12047,
FL-111,St. Lucie County,Florida,75.3,2.9,123,72.4,12049,
FL-113,Santa Rosa County,Florida,68.1,1.2,121,67,12051,
FL-115,Sarasota County,Florida,74.4,2.1,122,72.3,12053,
FL-117,Seminole County,Florida,73.8,2.7,121,71.1,12055,
FL-119,Sumter County,Florida,72.9,2.8,122,70,12057,
FL-121,Suwannee County,Florida,69.3,1.8,121,67.5,12059,
FL-123,Taylor County,Florida,70.1,2.5,122,67.6,12061,
FL-125,Union County,Florida,69.7,1.8,121,67.9,12063,
FL-127,Volusia County,Florida,73.1,2.8,121,70.3,12065,
FL-129,Wakulla County,Florida,69.7,2.2,120,67.5,12067,
FL-131,Walton County,Florida,68.4,2,121,66.5,12069,
FL-133,Washington County,Florida,68.7,1.8,121,66.9,12071,
GA-001,Appling County,Georgia,67.7,1.8,122,65.9,12073,
GA-003,Atkinson County,Georgia,67.7,1.8,122,66,12075,
GA-005,Bacon County,Georgia,67.8,1.9,122,65.9,12077,
GA-007,Baker County,Georgia,67.8,1.6,121,66.1,12079,
GA-009,Baldwin County,Georgia,65.3,2,121,63.3,12081,
GA-011,Banks County,Georgia,62,1.7,121,60.4,12083,
GA-013,Barrow County,Georgia,62.4,1.9,121,60.6,12085,
GA-015,Bartow County,Georgia,61.6,1.4,122,60.2,12086,
GA-017,Ben Hill County,Georgia,67.3,2.2,123,65.1,12087,
GA-019,Berrien County,Georgia,67.2,1.4,122,65.7,12089,
GA-021,Bibb County,Georgia,65.6,2.2,122,63.4,12091,
GA-023,Bleckley County,Georgia,66.4,2,121,64.4,12093,
GA-025,Brantley County,Georgia,68.5,2.4,122,66.1,12095,
GA-027,Brooks County,Georgia,67.5,1.3,120,66.2,12097,
GA-029,Bryan County,Georgia,68.1,2.1,122,66,12099,
GA-031,Bulloch County,Georgia,67.2,2.2,122,65,12101,
GA-033,Burke County,Georgia,66,2.5,123,63.5,12103,
GA-035,Butts County,Georgia,64.3,2.5,121,61.8,12105,
GA-037,Calhoun County,Georgia,67.4,1.8,122,65.6,12107,
GA-039,Camden County,Georgia,69.4,2.4,121,67,12109,
GA-043,Candler County,Georgia,67,2,122,65,12111,
GA-045,Carroll County,Georgia,62.5,2.7,122,59.8,12113,
GA-047,Catoosa County,Georgia,61.3,2,121,59.3,12115,
GA-049,Charlton County,Georgia,69.2,2.5,122,66.8,12117,
GA-051,Chatham County,Georgia,68.4,2.3,122,66.1,12119,
GA-053,Chattahoochee County,Georgia,65.4,1.3,122,64,12121,
GA-055,Chattooga County,Georgia,61.3,1.4,120,59.9,12123,
GA-057,Cherokee County,Georgia,60.9,1.4,121,59.5,12125,
GA-059,Clarke County,Georgia,63.1,2.1,121,61,12127,
GA-061,Clay County,Georgia,66.9,1.5,121,65.3,12129,
GA-063,Clayton County,Georgia,63.5,2.4,121,61.1,12131,
GA-065,Clinch County,Georgia,68.2,1.8,121,66.5,12133,
GA-067,Cobb County,Georgia,62.4,2.2,122,60.1,13001,
GA-069,Coffee County,Georgia,67.5,1.9,122,65.6,13003,
GA-071,Colquitt County,Georgia,66.9,1.3,121,65.7,13005,
GA-073,Columbia County,Georgia,65.1,2.4,122,62.8,13007,
GA-075,Cook County,Georgia,67,1.2,121,65.8,13009,
GA-077,Coweta County,Georgia,63.7,2.7,122,61,13011,
GA-079,Crawford County,Georgia,65.2,2,122,63.2,13013,
GA-081,Crisp County,Georgia,67.1,2.6,122,64.5,13015,
GA-083,Dade County,Georgia,60.2,1.6,120,58.5,13017,
GA-085,Dawson County,Georgia,59.5,1.2,121,58.2,13019,
GA-087,Decatur County,Georgia,68.3,1.6,121,66.6,13021,
GA-089,DeKalb County,Georgia,62.9,2.4,121,60.6,13023,
GA-091,Dodge County,Georgia,66.8,2,122,64.8,13025,
GA-093,Dooly County,Georgia,66.7,2.5,122,64.2,13027,
GA-095,Dougherty County,Georgia,67.6,1.9,121,65.8,13029,
GA-097,Douglas County,Georgia,62.8,2.7,122,60.1,13031,
GA-099,Early County,Georgia,67.7,1.6,122,66,13033,
GA-101,Echols County,Georgia,68.1,1.5,120,66.7,13035,
GA-103,Effingham County,Georgia,67.4,2.3,122,65.1,13037,
GA-105,Elbert County,Georgia,63,2.1,121,60.9,13039,
GA-107,Emanuel County,Georgia,66.3,1.9,122,64.5,13043,
GA-109,Evans County,Georgia,67.5,1.9,122,65.6,13045,
GA-111,Fannin County,Georgia,57.2,1.2,120,56,13047,
GA-113,Fayette County,Georgia,63.8,2.6,122,61.2,13049,
GA-115,Floyd County,Georgia,61.8,1.4,121,60.4,13051,
GA-117,Forsyth County,Georgia,60.8,1.5,121,59.3,13053,
GA-119,Franklin County,Georgia,62.1,1.7,120,60.5,13055,
GA-121,Fulton County,Georgia,62.8,2.5,121,60.3,13057,
GA-123,Gilmer County,Georgia,58,1,119,57,13059,
GA-125,Glascock County,Georgia,64.7,1.8,123,62.8,13061,
GA-127,Glynn County,Georgia,69.1,2.1,122,67,13063,
GA-129,Gordon County,Georgia,61.3,1.2,120,60,13065,
